43	PARTIDO VERDE	00450	13
45	PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA	00450	13
55	PARTIDO SOCIAL DEMOCRÁTICO	00450	13
77	SOLIDARIEDADE	00450	13
10	PARTIDO REPUBLICANO BRASILEIRO	00477	13
11	PARTIDO PROGRESSISTA	00477	13
12	PARTIDO DEMOCRÁTICO TRABALHISTA	00477	13
13	PARTIDO DOS TRABALHADORES	00477	13
14	PARTIDO TRABALHISTA BRASILEIRO	00477	13
15	PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO	00477	13
19	PARTIDO TRABALHISTA NACIONAL	00477	13
20	PARTIDO SOCIAL CRISTÃO	00477	13
22	PARTIDO DA REPÚBLICA	00477	13
23	PARTIDO POPULAR SOCIALISTA	00477	13
25	DEMOCRATAS	00477	13
27	PARTIDO SOCIAL DEMOCRATA CRISTÃO	00477	13
28	PARTIDO RENOVADOR TRABALHISTA BRASILEIRO	00477	13
31	PARTIDO HUMANISTA DA SOLIDARIEDADE	00477	13
33	PARTIDO DA MOBILIZAÇÃO NACIONAL	00477	13
36	PARTIDO TRABALHISTA CRISTÃO	00477	13
40	PARTIDO SOCIALISTA BRASILEIRO	00477	13
43	PARTIDO VERDE	00477	13
44	PARTIDO REPUBLICANO PROGRESSISTA	00477	13
45	PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA	00477	13
55	PARTIDO SOCIAL DEMOCRÁTICO	00477	13
65	PARTIDO COMUNISTA DO BRASIL	00477	13
77	SOLIDARIEDADE	00477	13
90	PARTIDO REPUBLICANO DA ORDEM SOCIAL	00477	13
10	PARTIDO REPUBLICANO BRASILEIRO	00493	13
11	PARTIDO PROGRESSISTA	00493	13
12	PARTIDO DEMOCRÁTICO TRABALHISTA	00493	13
13	PARTIDO DOS TRABALHADORES	00493	13
14	PARTIDO TRABALHISTA BRASILEIRO	00493	13
15	PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO	00493	13
17	PARTIDO SOCIAL LIBERAL	00493	13
20	PARTIDO SOCIAL CRISTÃO	00493	13
25	DEMOCRATAS	00493	13
33	PARTIDO DA MOBILIZAÇÃO NACIONAL	00493	13
40	PARTIDO SOCIALISTA BRASILEIRO	00493	13
45	PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA	00493	13
77	SOLIDARIEDADE	00493	13
90	PARTIDO REPUBLICANO DA ORDEM SOCIAL	00493	13
10	PARTIDO REPUBLICANO BRASILEIRO	00515	13
11	PARTIDO PROGRESSISTA	00515	13
12	PARTIDO DEMOCRÁTICO TRABALHISTA	00515	13
13	PARTIDO DOS TRABALHADORES	00515	13
14	PARTIDO TRABALHISTA BRASILEIRO	00515	13
15	PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO	00515	13
19	PARTIDO TRABALHISTA NACIONAL	00515	13
27	PARTIDO SOCIAL DEMOCRATA CRISTÃO	00515	13
40	PARTIDO SOCIALISTA BRASILEIRO	00515	13
44	PARTIDO REPUBLICANO PROGRESSISTA	00515	13
