Ano;SiglaUF;TSEcod;IBGEcod;Municipio
1994;RN;18473;2412500;SAO MIGUEL
1994;RN;16063;2412559;SAO MIGUEL DO GOSTOSO
1994;RN;18490;2412609;SAO PAULO DO POTENGI
1994;RN;18511;2412708;SAO PEDRO
1994;RN;18538;2412807;SAO RAFAEL
1994;RN;18554;2412906;SAO TOME
1994;RN;18570;2413003;SAO VICENTE
1994;RN;18597;2413102;SENADOR ELOI DE SOUZA
1994;RN;18619;2413201;SENADOR GEORGINO AVELINO
1994;RN;18635;2413300;SERRA DE SAO BENTO
1994;RN;16020;2413359;SERRA DO MEL
1994;RN;18651;2413409;SERRA NEGRA DO NORTE
1994;RN;18678;2413508;SERRINHA
1994;RN;18694;2413607;SEVERIANO MELO
1994;RN;18716;2413706;SITIO NOVO
1994;RN;18732;2413805;TABOLEIRO GRANDE
1994;RN;18759;2413904;TAIPU
1994;RN;18775;2414001;TANGARA
1994;RN;18791;2414100;TENENTE ANANIAS
1994;RN;16004;2414159;TENENTE LAURENTINO CRUZ
1994;RN;18813;2414209;TIBAU DO SUL
1994;RN;18830;2414308;TIMBAUBA DOS BATISTAS
1994;RN;18856;2414407;TOUROS
1994;RN;16128;2414456;TRIUNFO POTIGUAR
1994;RN;18872;2414506;UMARIZAL
1994;RN;18899;2414605;UPANEMA
1994;RN;18910;2414704;VARZEA
1994;RN;16187;2414753;VENHA VER
1994;RN;18953;2414803;VERA CRUZ
1994;RN;18970;2414902;VICOSA
1994;RN;18996;2415008;VILA FLOR
1994;RO;310;1100015;ALTA FLORESTA D OESTE
1994;RO;639;1100403;ALTO PARAISO
1994;RO;337;1100346;ALVORADA DO OESTE
1994;RO;78;1100023;ARIQUEMES
1994;RO;450;1100031;CABIXI
1994;RO;620;1100601;CACAULANDIA
1994;RO;94;1100049;CACOAL
1994;RO;671;1100700;CAMPO NOVO DE RONDONIA
1994;RO;477;1100809;CANDEIAS DO JAMARI
1994;RO;531;1100908;CASTANHEIRAS
1994;RO;272;1100056;CEREJEIRAS
1994;RO;230;1100064;COLORADO DO OESTE
1994;RO;655;1100072;CORUMBIARA
1994;RO;213;1100080;COSTA MARQUES
1994;RO;256;1100098;ESPIGAO D OESTE
1994;RO;612;1101005;GOVERNADOR JORGE TEIXEIRA
1994;RO;19;1100106;GUAJARA MIRIM
1994;RO;493;1101104;ITAPUA DO OESTE
1994;RO;159;1100114;JARU
1994;RO;51;1100122;JI PARANA
1994;RO;396;1100130;MACHADINHO D OESTE
1994;RO;604;1101203;MINISTRO ANDREAZZA
1994;RO;574;1101302;MIRANTE DA SERRA
1994;RO;663;1101401;MONTE NEGRO
1994;RO;370;1100148;NOVA BRASILANDIA D OESTE
1994;RO;434;1100338;NOVA MAMORE
1994;RO;515;1100502;NOVO HORIZONTE DO OESTE
1994;RO;175;1100155;OURO PRETO DO OESTE
1994;RO;116;1100189;PIMENTA BUENO
1994;RO;35;1100205;PORTO VELHO
1994;RO;191;1100254;PRESIDENTE MEDICI
1994;RO;647;1100262;RIO CRESPO
1994;RO;299;1100288;ROLIM DE MOURA
1994;RO;353;1100296;SANTA LUZIA D OESTE
1994;RO;418;1100320;SAO MIGUEL DO GUAPORE
1994;RO;582;1101500;SERINGUEIRAS
1994;RO;590;1101609;THEOBROMA
1994;RO;566;1101708;URUPA
1994;RO;558;1101807;VALE DO PARAISO
1994;RO;132;1100304;VILHENA
1994;RR;3050;1400050;ALTO ALEGRE
1994;RR;3018;1400100;BOA VISTA
1994;RR;3077;1400159;BONFIM
1994;RR;3034;1400209;CARACARAI
1994;RR;3093;1400308;MUCAJAI
1994;RR;3115;1400407;NORMANDIA
1994;RR;3131;1400506;SAO JOAO DA BALIZA
1994;RR;3158;1400605;SAO LUIZ
1994;RS;84948;4300059;AGUA SANTA
1994;RS;85014;4300109;AGUDO
1994;RS;85030;4300208;AJURICABA
1994;RS;85057;4300307;ALECRIM
1994;RS;85073;4300406;ALEGRETE
1994;RS;85545;4300455;ALEGRIA
1994;RS;85090;4300505;ALPESTRE
1994;RS;84808;4300554;ALTO ALEGRE
1994;RS;86282;4300570;ALTO FELIZ
1994;RS;85111;4300604;ALVORADA
1994;RS;86045;4300638;AMARAL FERRADOR
1994;RS;86304;4300646;AMETISTA DO SUL
1994;RS;86100;4300661;ANDRE DA ROCHA
1994;RS;85138;4300703;ANTA GORDA
1994;RS;85154;4300802;ANTONIO PRADO
1994;RS;86320;4300851;ARAMBARE
1994;RS;85170;4300901;ARATIBA
1994;RS;85197;4301008;ARROIO DO MEIO
1994;RS;85308;4301057;ARROIO DO SAL
1994;RS;85235;4301206;ARROIO DO TIGRE
1994;RS;85219;4301107;ARROIO DOS RATOS
1994;RS;85251;4301305;ARROIO GRANDE
1994;RS;85278;4301404;ARVOREZINHA
1994;RS;85294;4301503;AUGUSTO PESTANA
1994;RS;84735;4301552;AUREA
1994;RS;85316;4301602;BAGE
1994;RS;86223;4301651;BARAO
1994;RS;85332;4301701;BARAO DE COTEGIPE
1994;RS;86347;4301750;BARAO DO TRIUNFO
1994;RS;86363;4301859;BARRA DO GUARITA
1994;RS;85375;4301909;BARRA DO RIBEIRO
1994;RS;86380;4301925;BARRA DO RIO AZUL
1994;RS;86401;4301958;BARRA FUNDA
1994;RS;85359;4301800;BARRACAO
1994;RS;85391;4302006;BARROS CASSAL
1994;RS;85413;4302105;BENTO GONCALVES
1994;RS;86428;4302154;BOA VISTA DAS MISSOES
1994;RS;85430;4302204;BOA VISTA DO BURICA
1994;RS;85456;4302303;BOM JESUS
1994;RS;98230;4302352;BOM PRINCIPIO
1994;RS;86444;4302378;BOM PROGRESSO
1994;RS;85472;4302402;BOM RETIRO DO SUL
1994;RS;84921;4302451;BOQUEIRAO DO LEAO
1994;RS;85499;4302501;BOSSOROCA
1994;RS;85510;4302600;BRAGA
1994;RS;85065;4302659;BROCHIER
1994;RS;85537;4302709;BUTIA
1994;RS;85553;4302808;CACAPAVA DO SUL
1994;RS;85570;4302907;CACEQUI
1994;RS;85596;4303004;CACHOEIRA DO SUL
1994;RS;85618;4303103;CACHOEIRINHA
1994;RS;85634;4303202;CACIQUE DOBLE
1994;RS;85650;4303301;CAIBATE
1994;RS;85677;4303400;CAICARA
1994;RS;85693;4303509;CAMAQUA
1994;RS;85960;4303558;CAMARGO
1994;RS;85715;4303608;CAMBARA DO SUL
1994;RS;86460;4303673;CAMPESTRE DA SERRA
1994;RS;85731;4303707;CAMPINA DAS MISSOES
1994;RS;85758;4303806;CAMPINAS DO SUL
1994;RS;85774;4303905;CAMPO BOM
1994;RS;85790;4304002;CAMPO NOVO
1994;RS;85200;4304101;CAMPOS BORGES
1994;RS;85812;4304200;CANDELARIA
1994;RS;85839;4304309;CANDIDO GODOI
1994;RS;86487;4304358;CANDIOTA
1994;RS;85855;4304408;CANELA
1994;RS;85871;4304507;CANGUCU
1994;RS;85898;4304606;CANOAS
1994;RS;89150;4304630;CAPAO DA CANOA
1994;RS;89737;4304663;CAPAO DO LEAO
1994;RS;84891;4304689;CAPELA DE SANTANA
1994;RS;86509;4304697;CAPITAO
1994;RS;85910;4304705;CARAZINHO
1994;RS;85936;4304804;CARLOS BARBOSA
1994;RS;86525;4304853;CARLOS GOMES
1994;RS;85952;4304903;CASCA
1994;RS;85880;4304952;CASEIROS
1994;RS;85979;4305009;CATUIPE
1994;RS;85995;4305108;CAXIAS DO SUL
1994;RS;86541;4305116;CENTENARIO
1994;RS;86088;4305132;CERRO BRANCO
1994;RS;85227;4305157;CERRO GRANDE
1994;RS;85944;4305173;CERRO GRANDE DO SUL
1994;RS;86010;4305207;CERRO LARGO
1994;RS;86037;4305306;CHAPADA
1994;RS;86932;4305355;CHARQUEADAS
1994;RS;86568;4305371;CHARRUA
1994;RS;86053;4305405;CHIAPETTA
1994;RS;85804;4305454;CIDREIRA
1994;RS;86070;4305504;CIRIACO
1994;RS;86584;4305587;COLINAS
1994;RS;86096;4305603;COLORADO
1994;RS;86118;4305702;CONDOR
1994;RS;86134;4305801;CONSTANTINA
1994;RS;86606;4305850;COQUEIROS DO SUL
1994;RS;86622;4305871;CORONEL BARROS
1994;RS;86150;4305900;CORONEL BICACO
1994;RS;89770;4305959;COTIPORA
1994;RS;86649;4305975;COXILHA
1994;RS;86177;4306007;CRISSIUMAL
1994;RS;85464;4306056;CRISTAL
1994;RS;86193;4306106;CRUZ ALTA
1994;RS;86215;4306205;CRUZEIRO DO SUL
1994;RS;86231;4306304;DAVID CANABARRO
1994;RS;86665;4306320;DERRUBADAS
1994;RS;85049;4306353;DEZESSEIS DE NOVEMBRO
1994;RS;86258;4306403;DOIS IRMAOS
1994;RS;86681;4306429;DOIS IRMAOS DAS MISSOES
1994;RS;84824;4306452;DOIS LAJEADOS
1994;RS;86274;4306502;DOM FELICIANO
1994;RS;86290;4306601;DOM PEDRITO
1994;RS;86312;4306700;DONA FRANCISCA
1994;RS;84883;4306734;DOUTOR MAURICIO CARDOSO
1994;RS;86240;4306767;ELDORADO DO SUL
1994;RS;86339;4306809;ENCANTADO
1994;RS;86355;4306908;ENCRUZILHADA DO SUL
1994;RS;86703;4306924;ENGENHO VELHO
1994;RS;85103;4306932;ENTRE IJUIS
1994;RS;85928;4306957;ENTRE RIOS DO SUL
1994;RS;85081;4306973;EREBANGO
1994;RS;86371;4307005;ERECHIM
1994;RS;85022;4307054;ERNESTINA
1994;RS;86410;4307203;ERVAL GRANDE
1994;RS;86436;4307302;ERVAL SECO
1994;RS;86452;4307401;ESMERALDA
1994;RS;86479;4307500;ESPUMOSO
1994;RS;85286;4307559;ESTACAO
1994;RS;86495;4307609;ESTANCIA VELHA
1994;RS;86517;4307708;ESTEIO
1994;RS;86533;4307807;ESTRELA
1994;RS;85448;4307831;EUGENIO DE CASTRO
1994;RS;84930;4307864;FAGUNDES VARELA
1994;RS;86550;4307906;FARROUPILHA
1994;RS;86576;4308003;FAXINAL DO SOTURNO
1994;RS;86029;4308052;FAXINALZINHO
1994;RS;86592;4308102;FELIZ
1994;RS;86614;4308201;FLORES DA CUNHA
1994;RS;86630;4308300;FONTOURA XAVIER
1994;RS;86657;4308409;FORMIGUEIRO
1994;RS;98272;4308458;FORTALEZA DOS VALOS
1994;RS;86673;4308508;FREDERICO WESTPHALEN
1994;RS;86690;4308607;GARIBALDI
1994;RS;86720;4308656;GARRUCHOS
1994;RS;86711;4308706;GAURAMA
1994;RS;86738;4308805;GENERAL CAMARA
1994;RS;86746;4308854;GENTIL
1994;RS;86770;4308904;GETULIO VARGAS
1994;RS;86797;4309001;GIRUA
1994;RS;85502;4309050;GLORINHA
1994;RS;86819;4309100;GRAMADO
1994;RS;86762;4309126;GRAMADO DOS LOUREIROS
1994;RS;86789;4309159;GRAMADO XAVIER
1994;RS;86835;4309209;GRAVATAI
1994;RS;84867;4309258;GUABIJU
1994;RS;86851;4309308;GUAIBA
1994;RS;86878;4309407;GUAPORE
1994;RS;86894;4309506;GUARANI DAS MISSOES
1994;RS;85189;4309555;HARMONIA
1994;RS;86398;4307104;HERVAL
1994;RS;86916;4309605;HORIZONTINA
1994;RS;86800;4309654;HULHA NEGRA
1994;RS;86959;4309704;HUMAITA
1994;RS;84972;4309753;IBARAMA
1994;RS;86975;4309803;IBIACA
1994;RS;86991;4309902;IBIRAIARAS
1994;RS;84964;4309951;IBIRAPUITA
1994;RS;87017;4310009;IBIRUBA
1994;RS;87033;4310108;IGREJINHA
1994;RS;87050;4310207;IJUI
1994;RS;87076;4310306;ILOPOLIS
1994;RS;85685;4310330;IMBE
1994;RS;85782;4310363;IMIGRANTE
1994;RS;87092;4310405;INDEPENDENCIA
1994;RS;86827;4310413;INHACORA
1994;RS;84999;4310439;IPE
1994;RS;85243;4310462;IPIRANGA DO SUL
1994;RS;87114;4310504;IRAI
1994;RS;85901;4310553;ITACURUBI
1994;RS;86843;4310579;ITAPUCA
1994;RS;87130;4310603;ITAQUI
1994;RS;87157;4310702;ITATIBA DO SUL
1994;RS;85626;4310751;IVORA
1994;RS;87173;4310801;IVOTI
1994;RS;84786;4310850;JABOTICABA
1994;RS;87190;4310900;JACUTINGA
1994;RS;87211;4311007;JAGUARAO
1994;RS;87238;4311106;JAGUARI
1994;RS;84905;4311122;JAQUIRANA
1994;RS;98299;4311155;JOIA
1994;RS;87254;4311205;JULIO DE CASTILHOS
1994;RS;86886;4311270;LAGOA DOS TRES CANTOS
1994;RS;87270;4311304;LAGOA VERMELHA
1994;RS;85260;4311254;LAGOAO
1994;RS;87297;4311403;LAJEADO
1994;RS;86860;4311429;LAJEADO DO BUGRE
1994;RS;87319;4311502;LAVRAS DO SUL
1994;RS;87335;4311601;LIBERATO SALZANO
1994;RS;86908;4311627;LINDOLFO COLLOR
1994;RS;86924;4311643;LINHA NOVA
1994;RS;87351;4311700;MACHADINHO
1994;RS;86940;4311759;MANOEL VIANA
1994;RS;86967;4311775;MAQUINE
1994;RS;86983;4311791;MARATA
1994;RS;87378;4311809;MARAU
1994;RS;87394;4311908;MARCELINO RAMOS
1994;RS;87009;4311981;MARIANA PIMENTEL
1994;RS;87416;4312005;MARIANO MORO
1994;RS;87432;4312104;MATA
1994;RS;87025;4312138;MATO CASTELHANO
1994;RS;87041;4312153;MATO LEITAO
1994;RS;87459;4312203;MAXIMILIANO DE ALMEIDA
1994;RS;87068;4312252;MINAS DO LEAO
1994;RS;87475;4312302;MIRAGUAI
1994;RS;85820;4312351;MONTAURI
1994;RS;87084;4312385;MONTE BELO DO SUL
1994;RS;87491;4312401;MONTENEGRO
1994;RS;87106;4312427;MORMACO
1994;RS;87122;4312443;MORRINHOS DO SUL
1994;RS;86185;4312450;MORRO REDONDO
1994;RS;87149;4312476;MORRO REUTER
1994;RS;87513;4312500;MOSTARDAS
1994;RS;87530;4312609;MUCUM
1994;RS;87165;4312625;MULITERNO
1994;RS;87556;4312658;NAO ME TOQUE
1994;RS;87181;4312674;NICOLAU VERGUEIRO
1994;RS;87572;4312708;NONOAI
1994;RS;86169;4312757;NOVA ALVORADA
1994;RS;87599;4312807;NOVA ARACA
1994;RS;87610;4312906;NOVA BASSANO
1994;RS;87203;4312955;NOVA BOA VISTA
1994;RS;87637;4313003;NOVA BRESCIA
1994;RS;85120;4313037;NOVA ESPERANCA DO SUL
1994;RS;84816;4313060;NOVA HARTZ
1994;RS;87220;4313086;NOVA PADUA
1994;RS;87653;4313102;NOVA PALMA
1994;RS;87670;4313201;NOVA PETROPOLIS
1994;RS;87696;4313300;NOVA PRATA
1994;RS;84751;4313359;NOVA ROMA DO SUL
1994;RS;87246;4313375;NOVA SANTA RITA
1994;RS;87262;4313490;NOVO BARREIRO
1994;RS;87718;4313409;NOVO HAMBURGO
1994;RS;87289;4313425;NOVO MACHADO
1994;RS;87300;4313441;NOVO TIRADENTES
1994;RS;87734;4313508;OSORIO
1994;RS;87750;4313607;PAIM FILHO
1994;RS;89672;4313656;PALMARES DO SUL
1994;RS;87777;4313706;PALMEIRA DAS MISSOES
1994;RS;87793;4313805;PALMITINHO
1994;RS;87815;4313904;PANAMBI
1994;RS;84980;4313953;PANTANO GRANDE
1994;RS;87831;4314001;PARAI
1994;RS;85987;4314027;PARAISO DO SUL
1994;RS;87327;4314035;PARECI NOVO
1994;RS;98256;4314050;PAROBE
1994;RS;87343;4314076;PASSO DO SOBRADO
1994;RS;87858;4314100;PASSO FUNDO
1994;RS;85146;4314159;PAVERAMA
1994;RS;87874;4314209;PEDRO OSORIO
1994;RS;87890;4314308;PEJUCARA
1994;RS;87912;4314407;PELOTAS
1994;RS;87360;4314423;PICADA CAFE
1994;RS;85340;4314456;PINHAL
1994;RS;87386;4314472;PINHAL GRANDE
1994;RS;87408;4314498;PINHEIRINHO DO VALE
1994;RS;87939;4314506;PINHEIRO MACHADO
1994;RS;84778;4314555;PIRAPO
1994;RS;87955;4314605;PIRATINI
1994;RS;87971;4314704;PLANALTO
1994;RS;86126;4314753;POCO DAS ANTAS
1994;RS;87424;4314779;PONTAO
1994;RS;87440;4314787;PONTE PRETA
1994;RS;87998;4314803;PORTAO
1994;RS;88013;4314902;PORTO ALEGRE
1994;RS;88030;4315008;PORTO LUCENA
1994;RS;87467;4315057;PORTO MAUA
1994;RS;87483;4315073;PORTO VERA CRUZ
1994;RS;88056;4315107;PORTO XAVIER
1994;RS;85421;4315131;POUSO NOVO
1994;RS;87505;4315149;PRESIDENTE LUCENA
1994;RS;84760;4315156;PROGRESSO
1994;RS;85405;4315172;PROTASIO ALVES
1994;RS;88072;4315206;PUTINGA
1994;RS;88099;4315305;QUARAI
1994;RS;87521;4315321;QUEVEDOS
1994;RS;84875;4315354;QUINZE DE NOVEMBRO
1994;RS;88110;4315404;REDENTORA
1994;RS;85766;4315453;RELVADO
1994;RS;88137;4315503;RESTINGA SECA
1994;RS;87548;4315552;RIO DOS INDIOS
1994;RS;88153;4315602;RIO GRANDE
1994;RS;88170;4315701;RIO PARDO
1994;RS;85740;4315750;RIOZINHO
1994;RS;88196;4315800;ROCA SALES
1994;RS;88218;4315909;RODEIO BONITO
1994;RS;88234;4316006;ROLANTE
1994;RS;88250;4316105;RONDA ALTA
1994;RS;88277;4316204;RONDINHA
1994;RS;88293;4316303;ROQUE GONZALES
1994;RS;88315;4316402;ROSARIO DO SUL
1994;RS;87564;4316428;SAGRADA FAMILIA
1994;RS;85561;4316436;SALDANHA MARINHO
1994;RS;89753;4316451;SALTO DO JACUI
1994;RS;87580;4316477;SALVADOR DAS MISSOES
1994;RS;88331;4316501;SALVADOR DO SUL
1994;RS;88358;4316600;SANANDUVA
1994;RS;88374;4316709;SANTA BARBARA DO SUL
1994;RS;87602;4316758;SANTA CLARA DO SUL
1994;RS;88390;4316808;SANTA CRUZ DO SUL
1994;RS;88412;4316907;SANTA MARIA
1994;RS;86207;4316956;SANTA MARIA DO HERVAL
1994;RS;88471;4317202;SANTA ROSA
1994;RS;87629;4317251;SANTA TEREZA
1994;RS;88498;4317301;SANTA VITORIA DO PALMAR
1994;RS;88439;4317004;SANTANA DA BOA VISTA
1994;RS;88455;4317103;SANTANA DO LIVRAMENTO
1994;RS;88510;4317400;SANTIAGO
1994;RS;88536;4317509;SANTO ANGELO
1994;RS;88552;4317608;SANTO ANTONIO DA PATRULHA
1994;RS;88579;4317707;SANTO ANTONIO DAS MISSOES
1994;RS;87645;4317558;SANTO ANTONIO DO PALMA
1994;RS;87661;4317756;SANTO ANTONIO DO PLANALTO
1994;RS;88595;4317806;SANTO AUGUSTO
1994;RS;88617;4317905;SANTO CRISTO
1994;RS;87688;4317954;SANTO EXPEDITO DO SUL
1994;RS;88633;4318002;SAO BORJA
1994;RS;84832;4318051;SAO DOMINGIS DO SUL
1994;RS;88650;4318101;SAO FRANCISCO DE ASSIS
1994;RS;88676;4318200;SAO FRANCISCO DE PAULA
1994;RS;88692;4318309;SAO GABRIEL
1994;RS;88714;4318408;SAO JERONIMO
1994;RS;87700;4318432;SAO JOAO DO POLESINE
1994;RS;84859;4318424;SAO JOAO DO URTIGA
1994;RS;84794;4318440;SAO JORGE
1994;RS;87769;4318457;SAO JOSE DAS MISSOES
1994;RS;85588;4318465;SAO JOSE DO HERVAL
1994;RS;85324;4318481;SAO JOSE DO HORTENCIO
1994;RS;87742;4318499;SAO JOSE DO INHACORA
1994;RS;88730;4318507;SAO JOSE DO NORTE
1994;RS;88757;4318606;SAO JOSE DO OURO
1994;RS;87726;4318622;SAO JOSE DOS AUSENTES
1994;RS;88773;4318705;SAO LEOPOLDO
1994;RS;88790;4318804;SAO LOURENCO DO SUL
1994;RS;88811;4318903;SAO LUIZ GONZAGA
1994;RS;88838;4319000;SAO MARCOS
1994;RS;88854;4319109;SAO MARTINHO
1994;RS;87785;4319125;SAO MARTINHO DA SERRA
1994;RS;85480;4319158;SAO MIGUEL DAS MISSOES
1994;RS;88870;4319208;SAO NICOLAU
1994;RS;88897;4319307;SAO PAULO DAS MISSOES
1994;RS;87807;4319356;SAO PEDRO DA SERRA
1994;RS;87823;4319372;SAO PEDRO DO BUTIA
1994;RS;88919;4319406;SAO PEDRO DO SUL
1994;RS;88935;4319505;SAO SEBASTIAO DO CAI
1994;RS;88951;4319604;SAO SEPE
1994;RS;88978;4319703;SAO VALENTIM
1994;RS;87840;4319711;SAO VALENTIM DO SUL
1994;RS;87866;4319737;SAO VALERIO DO SUL
1994;RS;85383;4319752;SAO VENDELINO
1994;RS;86754;4319802;SAO VICENTE DO SUL
1994;RS;88994;4319901;SAPIRANGA
1994;RS;89010;4320008;SAPUCAIA DO SUL
1994;RS;89036;4320107;SARANDI
1994;RS;89052;4320206;SEBERI
1994;RS;85707;4320230;SEDE NOVA
1994;RS;85529;4320263;SEGREDO
1994;RS;89079;4320305;SELBACH
1994;RS;87882;4320354;SENTINELA DO SUL
1994;RS;89095;4320404;SERAFINA CORREA
1994;RS;87904;4320453;SERIO
1994;RS;89117;4320503;SERTAO
1994;RS;87920;4320552;SERTAO SANTANA
1994;RS;89133;4320602;SEVERIANO DE ALMEIDA
1994;RS;84956;4320651;SILVEIRA MARTINS
1994;RS;87947;4320677;SINIMBU
1994;RS;89176;4320701;SOBRADINHO
1994;RS;89192;4320800;SOLEDADE
1994;RS;89214;4320909;TAPEJARA
1994;RS;89230;4321006;TAPERA
1994;RS;89257;4321105;TAPES
1994;RS;89273;4321204;TAQUARA
1994;RS;85669;4321329;TAQUARACU DO SUL
1994;RS;89290;4321303;TAQUARI
1994;RS;89710;4321352;TAVARES
1994;RS;89311;4321402;TENENTE PORTELA
1994;RS;85162;4321436;TERRA DE AREIA
1994;RS;98213;4321451;TEUTONIA
1994;RS;87963;4321477;TIRADENTES DO SUL
1994;RS;89338;4321501;TORRES
1994;RS;89354;4321600;TRAMANDAI
1994;RS;87980;4321626;TRAVESSEIRO
1994;RS;84743;4321634;TRES ARROIOS
1994;RS;85367;4321667;TRES CACHOEIRAS
1994;RS;89370;4321709;TRES COROAS
1994;RS;89397;4321808;TRES DE MAIO
1994;RS;88005;4321832;TRES FORQUILHAS
1994;RS;86142;4321857;TRES PALMEIRAS
1994;RS;89419;4321907;TRES PASSOS
1994;RS;85006;4321956;TRINDADE DO SUL
1994;RS;89435;4322004;TRIUNFO
1994;RS;89451;4322103;TUCUNDUVA
1994;RS;84840;4322152;TUNAS
1994;RS;88021;4322186;TUPANCI DO SUL
1994;RS;89478;4322202;TUPANCIRETA
1994;RS;85723;4322251;TUPANDI
1994;RS;89494;4322301;TUPARENDI
1994;RS;88048;4322350;UNIAO DA SERRA
1994;RS;89516;4322400;URUGUAIANA
1994;RS;89532;4322509;VACARIA
1994;RS;88064;4322533;VALE DO SOL
1994;RS;88080;4322541;VALE REAL
1994;RS;84913;4322558;VANINI
1994;RS;89559;4322608;VENANCIO AIRES
1994;RS;89575;4322707;VERA CRUZ
1994;RS;89591;4322806;VERANOPOLIS
1994;RS;89613;4322905;VIADUTOS
1994;RS;89630;4323002;VIAMAO
1994;RS;89656;4323101;VICENTE DUTRA
1994;RS;89699;4323200;VICTOR GRAEFF
1994;RS;86061;4323309;VILA FLORES
1994;RS;85642;4323408;VILA MARIA
1994;RS;88102;4323457;VILA NOVA DO SUL
1994;RS;85600;4323507;VISTA ALEGRE
1994;RS;85863;4323606;VISTA ALEGRE DO PRATA
1994;RS;85847;4323705;VISTA GAUCHA
1994;RS;88129;4323754;VITORIA DAS MISSOES
1994;RS;88145;4323804;XANGRI LA
1994;SC;80225;4200051;ABDON BATISTA
1994;SC;80012;4200101;ABELARDO LUZ
1994;SC;80039;4200200;AGROLANDIA
1994;SC;80055;4200309;AGRONOMICA
1994;SC;80071;4200408;AGUA DOCE
1994;SC;80098;4200507;AGUAS DE CHAPECO
1994;SC;80500;4200556;AGUAS FRIAS
1994;SC;80110;4200606;AGUAS MORNAS
1994;SC;80136;4200705;ALFREDO WAGNER
1994;SC;80152;4200804;ANCHIETA
1994;SC;80179;4200903;ANGELINA
1994;SC;80195;4201000;ANITA GARIBALDI
1994;SC;80217;4201109;ANITAPOLIS
1994;SC;80233;4201208;ANTONIO CARLOS
1994;SC;80063;4201257;APIUNA
1994;SC;80489;4201273;ARABUTA
1994;SC;80250;4201307;ARAQUARI
1994;SC;80276;4201406;ARARANGUA
1994;SC;80292;4201505;ARMAZEM
1994;SC;80314;4201604;ARROIO TRINTA
1994;SC;80802;4201653;ARVOREDO
1994;SC;80330;4201703;ASCURRA
1994;SC;80357;4201802;ATALANTA
1994;SC;80373;4201901;AURORA
1994;SC;80683;4202057;BALNEARIO BARRA DO SUL
1994;SC;80390;4202008;BALNEARIO DE CAMBORIU
1994;SC;82511;4212809;BALNEARIO PICARRAS
1994;SC;80411;4202107;BARRA VELHA
1994;SC;80748;4202156;BELMONTE
1994;SC;80438;4202206;BENEDITO NOVO
1994;SC;80454;4202305;BIGUACU
1994;SC;80470;4202404;BLUMENAU
1994;SC;83895;4202503;BOM JARDIM DA SERRA
1994;SC;80497;4202602;BOM RETIRO
1994;SC;80985;4202453;BOMBINHAS
1994;SC;80519;4202701;BOTUVERA
1994;SC;80535;4202800;BRACO DO NORTE
1994;SC;80420;4202859;BRACO DO TROMBUDO
1994;SC;80551;4202909;BRUSQUE
1994;SC;80578;4203006;CACADOR
1994;SC;80594;4203105;CAIBI
1994;SC;80667;4203154;CALMON
1994;SC;80616;4203204;CAMBORIU
1994;SC;80632;4203303;CAMPO ALEGRE
1994;SC;80659;4203402;CAMPO BELO DO SUL
1994;SC;80675;4203501;CAMPO ERE
1994;SC;80691;4203600;CAMPOS NOVOS
1994;SC;80713;4203709;CANELINHA
1994;SC;80730;4203808;CANOINHAS
1994;SC;80756;4203907;CAPINZAL
1994;SC;81027;4203956;CAPIVARI DE BAIXO
1994;SC;80772;4204004;CATANDUVAS
1994;SC;80799;4204103;CAXAMBU DO SUL
1994;SC;80268;4204152;CELSO RAMOS
1994;SC;80381;4204178;CERRO NEGRO
1994;SC;80810;4204202;CHAPECO
1994;SC;80306;4204251;COCAL DO SUL
1994;SC;80837;4204301;CONCORDIA
1994;SC;81043;4204350;CORDILHEIRA ALTA
1994;SC;80853;4204400;CORONEL FREITAS
1994;SC;81108;4204459;CORONEL MARTINS
1994;SC;83950;4204558;CORREIA PINTO
1994;SC;80870;4204509;CORUPA
1994;SC;80896;4204608;CRICIUMA
1994;SC;80918;4204707;CUNHA PORA
1994;SC;80934;4204806;CURITIBANOS
1994;SC;80950;4204905;DESCANSO
1994;SC;80977;4205001;DIONISIO CERQUEIRA
1994;SC;80993;4205100;DONA EMMA
1994;SC;80080;4205159;DOUTOR PEDRINHO
1994;SC;81019;4205209;ERVAL VELHO
1994;SC;81035;4205308;FAXINAL DOS GUEDES
1994;SC;81051;4205407;FLORIANOPOLIS
1994;SC;80888;4205431;FORMOSA DO SUL
1994;SC;81060;4205456;FORQUILHINHA
1994;SC;81078;4205506;FRAIBURGO
1994;SC;81094;4205605;GALVAO
1994;SC;81132;4205704;GAROPABA
1994;SC;81159;4205803;GARUVA
1994;SC;81175;4205902;GASPAR
1994;SC;81116;4206009;GOVERNADOR CELSO RAMOS
1994;SC;81191;4206108;GRAO PARA
1994;SC;81213;4206207;GRAVATAL
1994;SC;81230;4206306;GUABIRUBA
1994;SC;81256;4206405;GUARACIABA
1994;SC;81272;4206504;GUARAMIRIM
1994;SC;81299;4206603;GUARUJA DO SUL
1994;SC;80527;4206652;GUATAMBU
1994;SC;81310;4206702;HERVAL D OESTE
1994;SC;81337;4206801;IBICARE
1994;SC;81353;4206900;IBIRAMA
1994;SC;81370;4207007;ICARA
1994;SC;81396;4207106;ILHOTA
1994;SC;81418;4207205;IMARUI
1994;SC;81434;4207304;IMBITUBA
1994;SC;81450;4207403;IMBUIA
1994;SC;81477;4207502;INDAIAL
1994;SC;81493;4207601;IPIRA
