SEQUENCIA_COLIGACAO,DATA_GERACAO,HORA_GERACAO,ANO_ELEICAO,NUM_TURNO,DESCRICAO_ELEICAO,SIGLA_UF,SIGLA_UE,NOME_UE,CODIGO_CARGO,DESCRICAO_CARGO,TIPO_LEGENDA,NUM_PARTIDO,SIGLA_PARTIDO2,NOME_PARTIDO,SIGLA_COLIGACAO,NOME_COLIGACAO,COMPOSICAO_COLIGACAO,SIGLA_PARTIDO
1005,16/04/2015,14:36:32,2006,1,ELEICOES 2006,SP,SP,SÃO PAULO,3,GOVERNADOR,COLIGACAO,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,#NE#,FRENTE DE ESQUERDA POR SÃO PAULO,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1005,16/04/2015,14:36:32,2006,1,ELEICOES 2006,SP,SP,SÃO PAULO,4,VICE-GOVERNADOR,COLIGACAO,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,#NE#,FRENTE DE ESQUERDA POR SÃO PAULO,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1005,16/04/2015,14:36:32,2006,1,ELEICOES 2006,SP,SP,SÃO PAULO,4,VICE-GOVERNADOR,COLIGACAO,21,PCB,PARTIDO COMUNISTA BRASILEIRO,#NE#,FRENTE DE ESQUERDA POR SÃO PAULO,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1005,16/04/2015,14:36:32,2006,1,ELEICOES 2006,SP,SP,SÃO PAULO,4,VICE-GOVERNADOR,COLIGACAO,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,#NE#,FRENTE DE ESQUERDA POR SÃO PAULO,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1005,16/04/2015,14:36:32,2006,1,ELEICOES 2006,SP,SP,SÃO PAULO,5,SENADOR,COLIGACAO,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,#NE#,FRENTE DE ESQUERDA POR SÃO PAULO,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1005,16/04/2015,14:36:32,2006,1,ELEICOES 2006,SP,SP,SÃO PAULO,5,SENADOR,COLIGACAO,21,PCB,PARTIDO COMUNISTA BRASILEIRO,#NE#,FRENTE DE ESQUERDA POR SÃO PAULO,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1005,16/04/2015,14:36:32,2006,1,ELEICOES 2006,SP,SP,SÃO PAULO,5,SENADOR,COLIGACAO,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,#NE#,FRENTE DE ESQUERDA POR SÃO PAULO,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1005,16/04/2015,14:36:32,2006,1,ELEICOES 2006,SP,SP,SÃO PAULO,6,DEPUTADO FEDERAL,COLIGACAO,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,#NE#,FRENTE DE ESQUERDA POR SÃO PAULO,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1005,16/04/2015,14:36:32,2006,1,ELEICOES 2006,SP,SP,SÃO PAULO,6,DEPUTADO FEDERAL,COLIGACAO,21,PCB,PARTIDO COMUNISTA BRASILEIRO,#NE#,FRENTE DE ESQUERDA POR SÃO PAULO,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1005,16/04/2015,14:36:32,2006,1,ELEICOES 2006,SP,SP,SÃO PAULO,6,DEPUTADO FEDERAL,COLIGACAO,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,#NE#,FRENTE DE ESQUERDA POR SÃO PAULO,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1005,16/04/2015,14:36:32,2006,1,ELEICOES 2006,SP,SP,SÃO PAULO,7,DEPUTADO ESTADUAL,COLIGACAO,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,#NE#,FRENTE DE ESQUERDA POR SÃO PAULO,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1005,16/04/2015,14:36:32,2006,1,ELEICOES 2006,SP,SP,SÃO PAULO,7,DEPUTADO ESTADUAL,COLIGACAO,21,PCB,PARTIDO COMUNISTA BRASILEIRO,#NE#,FRENTE DE ESQUERDA POR SÃO PAULO,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1005,16/04/2015,14:36:32,2006,1,ELEICOES 2006,SP,SP,SÃO PAULO,7,DEPUTADO ESTADUAL,COLIGACAO,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,#NE#,FRENTE DE ESQUERDA POR SÃO PAULO,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1005,16/04/2015,14:36:32,2006,1,ELEICOES 2006,SP,SP,SÃO PAULO,9,1º SUPLENTE SENADOR,COLIGACAO,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,#NE#,FRENTE DE ESQUERDA POR SÃO PAULO,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1005,16/04/2015,14:36:32,2006,1,ELEICOES 2006,SP,SP,SÃO PAULO,9,1º SUPLENTE SENADOR,COLIGACAO,21,PCB,PARTIDO COMUNISTA BRASILEIRO,#NE#,FRENTE DE ESQUERDA POR SÃO PAULO,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1005,16/04/2015,14:36:32,2006,1,ELEICOES 2006,SP,SP,SÃO PAULO,9,1º SUPLENTE SENADOR,COLIGACAO,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,#NE#,FRENTE DE ESQUERDA POR SÃO PAULO,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1005,16/04/2015,14:36:32,2006,1,ELEICOES 2006,SP,SP,SÃO PAULO,10,2º SUPLENTE SENADOR,COLIGACAO,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,#NE#,FRENTE DE ESQUERDA POR SÃO PAULO,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1005,16/04/2015,14:36:32,2006,1,ELEICOES 2006,SP,SP,SÃO PAULO,10,2º SUPLENTE SENADOR,COLIGACAO,21,PCB,PARTIDO COMUNISTA BRASILEIRO,#NE#,FRENTE DE ESQUERDA POR SÃO PAULO,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1005,16/04/2015,14:36:32,2006,1,ELEICOES 2006,SP,SP,SÃO PAULO,10,2º SUPLENTE SENADOR,COLIGACAO,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,#NE#,FRENTE DE ESQUERDA POR SÃO PAULO,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1006,16/04/2015,14:36:30,2006,1,ELEICOES 2006,AM,AM,AMAZONAS,3,GOVERNADOR,COLIGACAO,19,PTN,PARTIDO TRABALHISTA NACIONAL,#NE#,AMAZONAS PARA TODOS,#NE#,PAN / PDT / PFL / PHS / PL / PMDB / PMN / PP / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSL / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN
1006,16/04/2015,14:36:30,2006,1,ELEICOES 2006,AM,AM,AMAZONAS,3,GOVERNADOR,COLIGACAO,20,PSC,PARTIDO SOCIAL CRISTÃO,#NE#,AMAZONAS PARA TODOS,#NE#,PAN / PDT / PFL / PHS / PL / PMDB / PMN / PP / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSL / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN
1006,16/04/2015,14:36:30,2006,1,ELEICOES 2006,AM,AM,AMAZONAS,3,GOVERNADOR,COLIGACAO,25,PFL,PARTIDO DA FRENTE LIBERAL,#NE#,AMAZONAS PARA TODOS,#NE#,PAN / PDT / PFL / PHS / PL / PMDB / PMN / PP / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSL / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN
1006,16/04/2015,14:36:30,2006,1,ELEICOES 2006,AM,AM,AMAZONAS,3,GOVERNADOR,COLIGACAO,26,PAN,PARTIDO DOS APOSENTADOS DA NAÇÃO,#NE#,AMAZONAS PARA TODOS,#NE#,PAN / PDT / PFL / PHS / PL / PMDB / PMN / PP / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSL / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN
1006,16/04/2015,14:36:30,2006,1,ELEICOES 2006,AM,AM,AMAZONAS,3,GOVERNADOR,COLIGACAO,31,PHS,PARTIDO HUMANISTA DA SOLIDARIEDADE,#NE#,AMAZONAS PARA TODOS,#NE#,PAN / PDT / PFL / PHS / PL / PMDB / PMN / PP / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSL / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN
1006,16/04/2015,14:36:30,2006,1,ELEICOES 2006,AM,AM,AMAZONAS,3,GOVERNADOR,COLIGACAO,36,PTC,PARTIDO TRABALHISTA CRISTÃO,#NE#,AMAZONAS PARA TODOS,#NE#,PAN / PDT / PFL / PHS / PL / PMDB / PMN / PP / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSL / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN
1006,16/04/2015,14:36:30,2006,1,ELEICOES 2006,AM,AM,AMAZONAS,4,VICE-GOVERNADOR,COLIGACAO,19,PTN,PARTIDO TRABALHISTA NACIONAL,#NE#,AMAZONAS PARA TODOS,#NE#,PAN / PDT / PFL / PHS / PL / PMDB / PMN / PP / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSL / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN
1006,16/04/2015,14:36:30,2006,1,ELEICOES 2006,AM,AM,AMAZONAS,4,VICE-GOVERNADOR,COLIGACAO,20,PSC,PARTIDO SOCIAL CRISTÃO,#NE#,AMAZONAS PARA TODOS,#NE#,PAN / PDT / PFL / PHS / PL / PMDB / PMN / PP / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSL / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN
1006,16/04/2015,14:36:30,2006,1,ELEICOES 2006,AM,AM,AMAZONAS,4,VICE-GOVERNADOR,COLIGACAO,25,PFL,PARTIDO DA FRENTE LIBERAL,#NE#,AMAZONAS PARA TODOS,#NE#,PAN / PDT / PFL / PHS / PL / PMDB / PMN / PP / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSL / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN
1006,16/04/2015,14:36:30,2006,1,ELEICOES 2006,AM,AM,AMAZONAS,4,VICE-GOVERNADOR,COLIGACAO,26,PAN,PARTIDO DOS APOSENTADOS DA NAÇÃO,#NE#,AMAZONAS PARA TODOS,#NE#,PAN / PDT / PFL / PHS / PL / PMDB / PMN / PP / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSL / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN
1006,16/04/2015,14:36:30,2006,1,ELEICOES 2006,AM,AM,AMAZONAS,4,VICE-GOVERNADOR,COLIGACAO,31,PHS,PARTIDO HUMANISTA DA SOLIDARIEDADE,#NE#,AMAZONAS PARA TODOS,#NE#,PAN / PDT / PFL / PHS / PL / PMDB / PMN / PP / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSL / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN
1006,16/04/2015,14:36:30,2006,1,ELEICOES 2006,AM,AM,AMAZONAS,4,VICE-GOVERNADOR,COLIGACAO,36,PTC,PARTIDO TRABALHISTA CRISTÃO,#NE#,AMAZONAS PARA TODOS,#NE#,PAN / PDT / PFL / PHS / PL / PMDB / PMN / PP / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSL / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN
1006,16/04/2015,14:36:30,2006,1,ELEICOES 2006,AM,AM,AMAZONAS,5,SENADOR,COLIGACAO,19,PTN,PARTIDO TRABALHISTA NACIONAL,#NE#,AMAZONAS PARA TODOS,#NE#,PAN / PDT / PFL / PHS / PL / PMDB / PMN / PP / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSL / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN
1006,16/04/2015,14:36:30,2006,1,ELEICOES 2006,AM,AM,AMAZONAS,5,SENADOR,COLIGACAO,20,PSC,PARTIDO SOCIAL CRISTÃO,#NE#,AMAZONAS PARA TODOS,#NE#,PAN / PDT / PFL / PHS / PL / PMDB / PMN / PP / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSL / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN
1006,16/04/2015,14:36:30,2006,1,ELEICOES 2006,AM,AM,AMAZONAS,5,SENADOR,COLIGACAO,25,PFL,PARTIDO DA FRENTE LIBERAL,#NE#,AMAZONAS PARA TODOS,#NE#,PAN / PDT / PFL / PHS / PL / PMDB / PMN / PP / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSL / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN
1006,16/04/2015,14:36:30,2006,1,ELEICOES 2006,AM,AM,AMAZONAS,5,SENADOR,COLIGACAO,26,PAN,PARTIDO DOS APOSENTADOS DA NAÇÃO,#NE#,AMAZONAS PARA TODOS,#NE#,PAN / PDT / PFL / PHS / PL / PMDB / PMN / PP / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSL / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN
1006,16/04/2015,14:36:30,2006,1,ELEICOES 2006,AM,AM,AMAZONAS,5,SENADOR,COLIGACAO,31,PHS,PARTIDO HUMANISTA DA SOLIDARIEDADE,#NE#,AMAZONAS PARA TODOS,#NE#,PAN / PDT / PFL / PHS / PL / PMDB / PMN / PP / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSL / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN
1006,16/04/2015,14:36:30,2006,1,ELEICOES 2006,AM,AM,AMAZONAS,5,SENADOR,COLIGACAO,36,PTC,PARTIDO TRABALHISTA CRISTÃO,#NE#,AMAZONAS PARA TODOS,#NE#,PAN / PDT / PFL / PHS / PL / PMDB / PMN / PP / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSL / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN
1006,16/04/2015,14:36:30,2006,1,ELEICOES 2006,AM,AM,AMAZONAS,9,1º SUPLENTE SENADOR,COLIGACAO,19,PTN,PARTIDO TRABALHISTA NACIONAL,#NE#,AMAZONAS PARA TODOS,#NE#,PAN / PDT / PFL / PHS / PL / PMDB / PMN / PP / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSL / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN
1006,16/04/2015,14:36:30,2006,1,ELEICOES 2006,AM,AM,AMAZONAS,9,1º SUPLENTE SENADOR,COLIGACAO,20,PSC,PARTIDO SOCIAL CRISTÃO,#NE#,AMAZONAS PARA TODOS,#NE#,PAN / PDT / PFL / PHS / PL / PMDB / PMN / PP / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSL / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN
1006,16/04/2015,14:36:30,2006,1,ELEICOES 2006,AM,AM,AMAZONAS,9,1º SUPLENTE SENADOR,COLIGACAO,25,PFL,PARTIDO DA FRENTE LIBERAL,#NE#,AMAZONAS PARA TODOS,#NE#,PAN / PDT / PFL / PHS / PL / PMDB / PMN / PP / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSL / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN
1006,16/04/2015,14:36:30,2006,1,ELEICOES 2006,AM,AM,AMAZONAS,9,1º SUPLENTE SENADOR,COLIGACAO,26,PAN,PARTIDO DOS APOSENTADOS DA NAÇÃO,#NE#,AMAZONAS PARA TODOS,#NE#,PAN / PDT / PFL / PHS / PL / PMDB / PMN / PP / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSL / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN
1006,16/04/2015,14:36:30,2006,1,ELEICOES 2006,AM,AM,AMAZONAS,9,1º SUPLENTE SENADOR,COLIGACAO,31,PHS,PARTIDO HUMANISTA DA SOLIDARIEDADE,#NE#,AMAZONAS PARA TODOS,#NE#,PAN / PDT / PFL / PHS / PL / PMDB / PMN / PP / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSL / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN
1006,16/04/2015,14:36:30,2006,1,ELEICOES 2006,AM,AM,AMAZONAS,9,1º SUPLENTE SENADOR,COLIGACAO,36,PTC,PARTIDO TRABALHISTA CRISTÃO,#NE#,AMAZONAS PARA TODOS,#NE#,PAN / PDT / PFL / PHS / PL / PMDB / PMN / PP / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSL / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN
1006,16/04/2015,14:36:30,2006,1,ELEICOES 2006,AM,AM,AMAZONAS,10,2º SUPLENTE SENADOR,COLIGACAO,19,PTN,PARTIDO TRABALHISTA NACIONAL,#NE#,AMAZONAS PARA TODOS,#NE#,PAN / PDT / PFL / PHS / PL / PMDB / PMN / PP / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSL / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN
1006,16/04/2015,14:36:30,2006,1,ELEICOES 2006,AM,AM,AMAZONAS,10,2º SUPLENTE SENADOR,COLIGACAO,20,PSC,PARTIDO SOCIAL CRISTÃO,#NE#,AMAZONAS PARA TODOS,#NE#,PAN / PDT / PFL / PHS / PL / PMDB / PMN / PP / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSL / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN
1006,16/04/2015,14:36:30,2006,1,ELEICOES 2006,AM,AM,AMAZONAS,10,2º SUPLENTE SENADOR,COLIGACAO,25,PFL,PARTIDO DA FRENTE LIBERAL,#NE#,AMAZONAS PARA TODOS,#NE#,PAN / PDT / PFL / PHS / PL / PMDB / PMN / PP / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSL / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN
1006,16/04/2015,14:36:30,2006,1,ELEICOES 2006,AM,AM,AMAZONAS,10,2º SUPLENTE SENADOR,COLIGACAO,26,PAN,PARTIDO DOS APOSENTADOS DA NAÇÃO,#NE#,AMAZONAS PARA TODOS,#NE#,PAN / PDT / PFL / PHS / PL / PMDB / PMN / PP / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSL / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN
1006,16/04/2015,14:36:30,2006,1,ELEICOES 2006,AM,AM,AMAZONAS,10,2º SUPLENTE SENADOR,COLIGACAO,31,PHS,PARTIDO HUMANISTA DA SOLIDARIEDADE,#NE#,AMAZONAS PARA TODOS,#NE#,PAN / PDT / PFL / PHS / PL / PMDB / PMN / PP / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSL / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN
1006,16/04/2015,14:36:30,2006,1,ELEICOES 2006,AM,AM,AMAZONAS,10,2º SUPLENTE SENADOR,COLIGACAO,36,PTC,PARTIDO TRABALHISTA CRISTÃO,#NE#,AMAZONAS PARA TODOS,#NE#,PAN / PDT / PFL / PHS / PL / PMDB / PMN / PP / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSL / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN
1006,16/04/2015,14:36:31,2006,1,ELEICOES 2006,BA,BA,BAHIA,6,DEPUTADO FEDERAL,COLIGACAO,11,PP,PARTIDO PROGRESSISTA,#NE#,POR UMA NOVA BAHIA A CADA DIA,#NE#,PAN / PDT / PFL / PHS / PL / PMDB / PMN / PP / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSL / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN
1006,16/04/2015,14:36:31,2006,1,ELEICOES 2006,BA,BA,BAHIA,6,DEPUTADO FEDERAL,COLIGACAO,22,PL,PARTIDO LIBERAL,#NE#,POR UMA NOVA BAHIA A CADA DIA,#NE#,PAN / PDT / PFL / PHS / PL / PMDB / PMN / PP / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSL / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN
1006,16/04/2015,14:36:31,2006,1,ELEICOES 2006,BA,BA,BAHIA,6,DEPUTADO FEDERAL,COLIGACAO,25,PFL,PARTIDO DA FRENTE LIBERAL,#NE#,POR UMA NOVA BAHIA A CADA DIA,#NE#,PAN / PDT / PFL / PHS / PL / PMDB / PMN / PP / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSL / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN
1006,16/04/2015,14:36:31,2006,1,ELEICOES 2006,BA,BA,BAHIA,6,DEPUTADO FEDERAL,COLIGACAO,31,PHS,PARTIDO HUMANISTA DA SOLIDARIEDADE,#NE#,POR UMA NOVA BAHIA A CADA DIA,#NE#,PAN / PDT / PFL / PHS / PL / PMDB / PMN / PP / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSL / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN
1006,16/04/2015,14:36:31,2006,1,ELEICOES 2006,BA,BA,BAHIA,6,DEPUTADO FEDERAL,COLIGACAO,36,PTC,PARTIDO TRABALHISTA CRISTÃO,#NE#,POR UMA NOVA BAHIA A CADA DIA,#NE#,PAN / PDT / PFL / PHS / PL / PMDB / PMN / PP / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSL / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN
1006,16/04/2015,14:36:31,2006,1,ELEICOES 2006,CE,CE,CEARÁ,6,DEPUTADO FEDERAL,COLIGACAO,17,PSL,PARTIDO SOCIAL LIBERAL,#NE#,COLIGAÇÃO REEDIFICAÇÃO SOCIAL,#NE#,PAN / PDT / PFL / PHS / PL / PMDB / PMN / PP / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSL / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN
1006,16/04/2015,14:36:31,2006,1,ELEICOES 2006,CE,CE,CEARÁ,6,DEPUTADO FEDERAL,COLIGACAO,56,PRONA,PARTIDO DE REEDIFICAÇÃO DA ORDEM NACIONAL,#NE#,COLIGAÇÃO REEDIFICAÇÃO SOCIAL,#NE#,PAN / PDT / PFL / PHS / PL / PMDB / PMN / PP / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSL / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN
1006,16/04/2015,14:36:31,2006,1,ELEICOES 2006,CE,CE,CEARÁ,7,DEPUTADO ESTADUAL,COLIGACAO,17,PSL,PARTIDO SOCIAL LIBERAL,#NE#,COLIGAÇÃO REEDIFICAÇÃO SOCIAL,#NE#,PAN / PDT / PFL / PHS / PL / PMDB / PMN / PP / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSL / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN
1006,16/04/2015,14:36:31,2006,1,ELEICOES 2006,CE,CE,CEARÁ,7,DEPUTADO ESTADUAL,COLIGACAO,56,PRONA,PARTIDO DE REEDIFICAÇÃO DA ORDEM NACIONAL,#NE#,COLIGAÇÃO REEDIFICAÇÃO SOCIAL,#NE#,PAN / PDT / PFL / PHS / PL / PMDB / PMN / PP / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSL / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN
1006,16/04/2015,14:36:31,2006,1,ELEICOES 2006,DF,DF,DISTRITO FEDERAL,8,DEPUTADO DISTRITAL,COLIGACAO,15,PMDB,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,#NE#,AVANÇA DF 1,#NE#,PAN / PDT / PFL / PHS / PL / PMDB / PMN / PP / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSL / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN
1006,16/04/2015,14:36:31,2006,1,ELEICOES 2006,DF,DF,DISTRITO FEDERAL,8,DEPUTADO DISTRITAL,COLIGACAO,70,PT do B,PARTIDO TRABALHISTA DO BRASIL,#NE#,AVANÇA DF 1,#NE#,PAN / PDT / PFL / PHS / PL / PMDB / PMN / PP / PRB / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSL / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN
