SEQUENCIA_COLIGACAO,DATA_GERACAO,HORA_GERACAO,ANO_ELEICAO,NUM_TURNO,DESCRICAO_ELEICAO,SIGLA_UF,SIGLA_UE,NOME_UE,CODIGO_CARGO,DESCRICAO_CARGO,TIPO_LEGENDA,NUM_PARTIDO,SIGLA_PARTIDO2,NOME_PARTIDO,SIGLA_COLIGACAO,NOME_COLIGACAO,COMPOSICAO_COLIGACAO,SIGLA_PARTIDO
1001,16/04/2015,14:36:32,2006,1,ELEICOES 2006,PB,PB,PARAÍBA,5,SENADOR,COLIGACAO,25,PFL,PARTIDO DA FRENTE LIBERAL,#NE#,POR AMOR À PARAÍBA,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,1,ELEICOES 2006,PB,PB,PARAÍBA,5,SENADOR,COLIGACAO,36,PTC,PARTIDO TRABALHISTA CRISTÃO,#NE#,POR AMOR À PARAÍBA,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,1,ELEICOES 2006,PB,PB,PARAÍBA,5,SENADOR,COLIGACAO,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,#NE#,POR AMOR À PARAÍBA,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,1,ELEICOES 2006,PB,PB,PARAÍBA,5,SENADOR,COLIGACAO,70,PT do B,PARTIDO TRABALHISTA DO BRASIL,#NE#,POR AMOR À PARAÍBA,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,1,ELEICOES 2006,PB,PB,PARAÍBA,9,1º SUPLENTE SENADOR,COLIGACAO,11,PP,PARTIDO PROGRESSISTA,#NE#,POR AMOR À PARAÍBA,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,1,ELEICOES 2006,PB,PB,PARAÍBA,9,1º SUPLENTE SENADOR,COLIGACAO,14,PTB,PARTIDO TRABALHISTA BRASILEIRO,#NE#,POR AMOR À PARAÍBA,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,1,ELEICOES 2006,PB,PB,PARAÍBA,9,1º SUPLENTE SENADOR,COLIGACAO,19,PTN,PARTIDO TRABALHISTA NACIONAL,#NE#,POR AMOR À PARAÍBA,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,1,ELEICOES 2006,PB,PB,PARAÍBA,9,1º SUPLENTE SENADOR,COLIGACAO,22,PL,PARTIDO LIBERAL,#NE#,POR AMOR À PARAÍBA,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,1,ELEICOES 2006,PB,PB,PARAÍBA,9,1º SUPLENTE SENADOR,COLIGACAO,25,PFL,PARTIDO DA FRENTE LIBERAL,#NE#,POR AMOR À PARAÍBA,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,1,ELEICOES 2006,PB,PB,PARAÍBA,9,1º SUPLENTE SENADOR,COLIGACAO,36,PTC,PARTIDO TRABALHISTA CRISTÃO,#NE#,POR AMOR À PARAÍBA,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,1,ELEICOES 2006,PB,PB,PARAÍBA,9,1º SUPLENTE SENADOR,COLIGACAO,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,#NE#,POR AMOR À PARAÍBA,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,1,ELEICOES 2006,PB,PB,PARAÍBA,9,1º SUPLENTE SENADOR,COLIGACAO,70,PT do B,PARTIDO TRABALHISTA DO BRASIL,#NE#,POR AMOR À PARAÍBA,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,1,ELEICOES 2006,PB,PB,PARAÍBA,10,2º SUPLENTE SENADOR,COLIGACAO,11,PP,PARTIDO PROGRESSISTA,#NE#,POR AMOR À PARAÍBA,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,1,ELEICOES 2006,PB,PB,PARAÍBA,10,2º SUPLENTE SENADOR,COLIGACAO,14,PTB,PARTIDO TRABALHISTA BRASILEIRO,#NE#,POR AMOR À PARAÍBA,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,1,ELEICOES 2006,PB,PB,PARAÍBA,10,2º SUPLENTE SENADOR,COLIGACAO,19,PTN,PARTIDO TRABALHISTA NACIONAL,#NE#,POR AMOR À PARAÍBA,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,1,ELEICOES 2006,PB,PB,PARAÍBA,10,2º SUPLENTE SENADOR,COLIGACAO,22,PL,PARTIDO LIBERAL,#NE#,POR AMOR À PARAÍBA,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,1,ELEICOES 2006,PB,PB,PARAÍBA,10,2º SUPLENTE SENADOR,COLIGACAO,25,PFL,PARTIDO DA FRENTE LIBERAL,#NE#,POR AMOR À PARAÍBA,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,1,ELEICOES 2006,PB,PB,PARAÍBA,10,2º SUPLENTE SENADOR,COLIGACAO,36,PTC,PARTIDO TRABALHISTA CRISTÃO,#NE#,POR AMOR À PARAÍBA,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,1,ELEICOES 2006,PB,PB,PARAÍBA,10,2º SUPLENTE SENADOR,COLIGACAO,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,#NE#,POR AMOR À PARAÍBA,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,1,ELEICOES 2006,PB,PB,PARAÍBA,10,2º SUPLENTE SENADOR,COLIGACAO,70,PT do B,PARTIDO TRABALHISTA DO BRASIL,#NE#,POR AMOR À PARAÍBA,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,2,ELEICOES 2006,PB,PB,PARAÍBA,3,GOVERNADOR,COLIGACAO,11,PP,PARTIDO PROGRESSISTA,#NE#,POR AMOR À PARAÍBA,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,2,ELEICOES 2006,PB,PB,PARAÍBA,3,GOVERNADOR,COLIGACAO,14,PTB,PARTIDO TRABALHISTA BRASILEIRO,#NE#,POR AMOR À PARAÍBA,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,2,ELEICOES 2006,PB,PB,PARAÍBA,3,GOVERNADOR,COLIGACAO,19,PTN,PARTIDO TRABALHISTA NACIONAL,#NE#,POR AMOR À PARAÍBA,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,2,ELEICOES 2006,PB,PB,PARAÍBA,3,GOVERNADOR,COLIGACAO,22,PL,PARTIDO LIBERAL,#NE#,POR AMOR À PARAÍBA,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,2,ELEICOES 2006,PB,PB,PARAÍBA,3,GOVERNADOR,COLIGACAO,25,PFL,PARTIDO DA FRENTE LIBERAL,#NE#,POR AMOR À PARAÍBA,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,2,ELEICOES 2006,PB,PB,PARAÍBA,3,GOVERNADOR,COLIGACAO,36,PTC,PARTIDO TRABALHISTA CRISTÃO,#NE#,POR AMOR À PARAÍBA,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,2,ELEICOES 2006,PB,PB,PARAÍBA,3,GOVERNADOR,COLIGACAO,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,#NE#,POR AMOR À PARAÍBA,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,2,ELEICOES 2006,PB,PB,PARAÍBA,3,GOVERNADOR,COLIGACAO,70,PT do B,PARTIDO TRABALHISTA DO BRASIL,#NE#,POR AMOR À PARAÍBA,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,2,ELEICOES 2006,PB,PB,PARAÍBA,4,VICE-GOVERNADOR,COLIGACAO,11,PP,PARTIDO PROGRESSISTA,#NE#,POR AMOR À PARAÍBA,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,2,ELEICOES 2006,PB,PB,PARAÍBA,4,VICE-GOVERNADOR,COLIGACAO,14,PTB,PARTIDO TRABALHISTA BRASILEIRO,#NE#,POR AMOR À PARAÍBA,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,2,ELEICOES 2006,PB,PB,PARAÍBA,4,VICE-GOVERNADOR,COLIGACAO,19,PTN,PARTIDO TRABALHISTA NACIONAL,#NE#,POR AMOR À PARAÍBA,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,2,ELEICOES 2006,PB,PB,PARAÍBA,4,VICE-GOVERNADOR,COLIGACAO,22,PL,PARTIDO LIBERAL,#NE#,POR AMOR À PARAÍBA,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,2,ELEICOES 2006,PB,PB,PARAÍBA,4,VICE-GOVERNADOR,COLIGACAO,25,PFL,PARTIDO DA FRENTE LIBERAL,#NE#,POR AMOR À PARAÍBA,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,2,ELEICOES 2006,PB,PB,PARAÍBA,4,VICE-GOVERNADOR,COLIGACAO,36,PTC,PARTIDO TRABALHISTA CRISTÃO,#NE#,POR AMOR À PARAÍBA,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,2,ELEICOES 2006,PB,PB,PARAÍBA,4,VICE-GOVERNADOR,COLIGACAO,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,#NE#,POR AMOR À PARAÍBA,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,2,ELEICOES 2006,PB,PB,PARAÍBA,4,VICE-GOVERNADOR,COLIGACAO,70,PT do B,PARTIDO TRABALHISTA DO BRASIL,#NE#,POR AMOR À PARAÍBA,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,1,ELEICOES 2006,PE,PE,PERNAMBUCO,6,DEPUTADO FEDERAL,COLIGACAO,28,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,#NE#,FRENTE RENOVADORA TRABALHISTA VERDE,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,1,ELEICOES 2006,PE,PE,PERNAMBUCO,6,DEPUTADO FEDERAL,COLIGACAO,43,PV,PARTIDO VERDE,#NE#,FRENTE RENOVADORA TRABALHISTA VERDE,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,1,ELEICOES 2006,PE,PE,PERNAMBUCO,7,DEPUTADO ESTADUAL,COLIGACAO,28,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,#NE#,FRENTE RENOVADORA TRABALHISTA VERDE,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,1,ELEICOES 2006,PE,PE,PERNAMBUCO,7,DEPUTADO ESTADUAL,COLIGACAO,43,PV,PARTIDO VERDE,#NE#,FRENTE RENOVADORA TRABALHISTA VERDE,#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,1,ELEICOES 2006,PI,PI,PIAUÍ,3,GOVERNADOR,COLIGACAO,13,PT,PARTIDO DOS TRABALHADORES,#NE#,COLIGAÇÃO 'A VITORIA DA FORÇA DO POVO',#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,1,ELEICOES 2006,PI,PI,PIAUÍ,3,GOVERNADOR,COLIGACAO,14,PTB,PARTIDO TRABALHISTA BRASILEIRO,#NE#,COLIGAÇÃO 'A VITORIA DA FORÇA DO POVO',#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,1,ELEICOES 2006,PI,PI,PIAUÍ,3,GOVERNADOR,COLIGACAO,22,PL,PARTIDO LIBERAL,#NE#,COLIGAÇÃO 'A VITORIA DA FORÇA DO POVO',#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,1,ELEICOES 2006,PI,PI,PIAUÍ,3,GOVERNADOR,COLIGACAO,40,PSB,PARTIDO SOCIALISTA BRASILEIRO,#NE#,COLIGAÇÃO 'A VITORIA DA FORÇA DO POVO',#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,1,ELEICOES 2006,PI,PI,PIAUÍ,3,GOVERNADOR,COLIGACAO,65,PC do B,PARTIDO COMUNISTA DO BRASIL,#NE#,COLIGAÇÃO 'A VITORIA DA FORÇA DO POVO',#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,1,ELEICOES 2006,PI,PI,PIAUÍ,4,VICE-GOVERNADOR,COLIGACAO,13,PT,PARTIDO DOS TRABALHADORES,#NE#,COLIGAÇÃO 'A VITORIA DA FORÇA DO POVO',#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,1,ELEICOES 2006,PI,PI,PIAUÍ,4,VICE-GOVERNADOR,COLIGACAO,14,PTB,PARTIDO TRABALHISTA BRASILEIRO,#NE#,COLIGAÇÃO 'A VITORIA DA FORÇA DO POVO',#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,1,ELEICOES 2006,PI,PI,PIAUÍ,4,VICE-GOVERNADOR,COLIGACAO,22,PL,PARTIDO LIBERAL,#NE#,COLIGAÇÃO 'A VITORIA DA FORÇA DO POVO',#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,1,ELEICOES 2006,PI,PI,PIAUÍ,4,VICE-GOVERNADOR,COLIGACAO,40,PSB,PARTIDO SOCIALISTA BRASILEIRO,#NE#,COLIGAÇÃO 'A VITORIA DA FORÇA DO POVO',#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,1,ELEICOES 2006,PI,PI,PIAUÍ,4,VICE-GOVERNADOR,COLIGACAO,65,PC do B,PARTIDO COMUNISTA DO BRASIL,#NE#,COLIGAÇÃO 'A VITORIA DA FORÇA DO POVO',#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,1,ELEICOES 2006,PI,PI,PIAUÍ,5,SENADOR,COLIGACAO,13,PT,PARTIDO DOS TRABALHADORES,#NE#,COLIGAÇÃO 'A VITORIA DA FORÇA DO POVO',#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,1,ELEICOES 2006,PI,PI,PIAUÍ,5,SENADOR,COLIGACAO,14,PTB,PARTIDO TRABALHISTA BRASILEIRO,#NE#,COLIGAÇÃO 'A VITORIA DA FORÇA DO POVO',#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,1,ELEICOES 2006,PI,PI,PIAUÍ,5,SENADOR,COLIGACAO,22,PL,PARTIDO LIBERAL,#NE#,COLIGAÇÃO 'A VITORIA DA FORÇA DO POVO',#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,1,ELEICOES 2006,PI,PI,PIAUÍ,5,SENADOR,COLIGACAO,40,PSB,PARTIDO SOCIALISTA BRASILEIRO,#NE#,COLIGAÇÃO 'A VITORIA DA FORÇA DO POVO',#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,1,ELEICOES 2006,PI,PI,PIAUÍ,5,SENADOR,COLIGACAO,65,PC do B,PARTIDO COMUNISTA DO BRASIL,#NE#,COLIGAÇÃO 'A VITORIA DA FORÇA DO POVO',#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,1,ELEICOES 2006,PI,PI,PIAUÍ,6,DEPUTADO FEDERAL,COLIGACAO,13,PT,PARTIDO DOS TRABALHADORES,#NE#,COLIGAÇÃO 'A VITORIA DA FORÇA DO POVO',#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,1,ELEICOES 2006,PI,PI,PIAUÍ,6,DEPUTADO FEDERAL,COLIGACAO,14,PTB,PARTIDO TRABALHISTA BRASILEIRO,#NE#,COLIGAÇÃO 'A VITORIA DA FORÇA DO POVO',#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,1,ELEICOES 2006,PI,PI,PIAUÍ,6,DEPUTADO FEDERAL,COLIGACAO,22,PL,PARTIDO LIBERAL,#NE#,COLIGAÇÃO 'A VITORIA DA FORÇA DO POVO',#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,1,ELEICOES 2006,PI,PI,PIAUÍ,6,DEPUTADO FEDERAL,COLIGACAO,40,PSB,PARTIDO SOCIALISTA BRASILEIRO,#NE#,COLIGAÇÃO 'A VITORIA DA FORÇA DO POVO',#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
1001,16/04/2015,14:36:32,2006,1,ELEICOES 2006,PI,PI,PIAUÍ,6,DEPUTADO FEDERAL,COLIGACAO,65,PC do B,PARTIDO COMUNISTA DO BRASIL,#NE#,COLIGAÇÃO 'A VITORIA DA FORÇA DO POVO',#NE#,PAN / PC do B / PCB / PDT / PFL / PHS / PL / PMDB / PMN / PP / PPS / PRONA / PRP / PRTB / PSB / PSC / PSDB / PSOL / PSTU / PT / PT do B / PTB / PTC / PTN / PV
