23/04/2017	03:00:36	2014	1	Eleições Gerais 2014	AC	AC	ACRE	7	DEPUTADO ESTADUAL	40	PSB	PARTIDO SOCIALISTA BRASILEIRO
23/04/2017	03:00:36	2014	1	Eleições Gerais 2014	AC	AC	ACRE	7	DEPUTADO ESTADUAL	12	PDT	PARTIDO DEMOCRÁTICO TRABALHISTA
23/04/2017	03:00:36	2014	1	Eleições Gerais 2014	AC	AC	ACRE	10	2º SUPLENTE	50	PSOL	PARTIDO SOCIALISMO E LIBERDADE
23/04/2017	03:00:36	2014	1	Eleições Gerais 2014	AC	AC	ACRE	7	DEPUTADO ESTADUAL	12	PDT	PARTIDO DEMOCRÁTICO TRABALHISTA
23/04/2017	03:00:36	2014	1	Eleições Gerais 2014	AC	AC	ACRE	7	DEPUTADO ESTADUAL	12	PDT	PARTIDO DEMOCRÁTICO TRABALHISTA
23/04/2017	03:00:36	2014	1	Eleições Gerais 2014	AC	AC	ACRE	7	DEPUTADO ESTADUAL	40	PSB	PARTIDO SOCIALISTA BRASILEIRO
23/04/2017	03:00:36	2014	1	Eleições Gerais 2014	AC	AC	ACRE	7	DEPUTADO ESTADUAL	40	PSB	PARTIDO SOCIALISTA BRASILEIRO
23/04/2017	03:00:36	2014	1	Eleições Gerais 2014	AC	AC	ACRE	7	DEPUTADO ESTADUAL	12	PDT	PARTIDO DEMOCRÁTICO TRABALHISTA
23/04/2017	03:00:36	2014	1	Eleições Gerais 2014	AC	AC	ACRE	7	DEPUTADO ESTADUAL	12	PDT	PARTIDO DEMOCRÁTICO TRABALHISTA
23/04/2017	03:00:36	2014	1	Eleições Gerais 2014	AC	AC	ACRE	7	DEPUTADO ESTADUAL	12	PDT	PARTIDO DEMOCRÁTICO TRABALHISTA
23/04/2017	03:00:36	2014	1	Eleições Gerais 2014	AC	AC	ACRE	7	DEPUTADO ESTADUAL	12	PDT	PARTIDO DEMOCRÁTICO TRABALHISTA
23/04/2017	03:00:36	2014	1	Eleições Gerais 2014	AC	AC	ACRE	7	DEPUTADO ESTADUAL	40	PSB	PARTIDO SOCIALISTA BRASILEIRO
23/04/2017	03:00:36	2014	1	Eleições Gerais 2014	AC	AC	ACRE	7	DEPUTADO ESTADUAL	40	PSB	PARTIDO SOCIALISTA BRASILEIRO
23/04/2017	03:00:36	2014	1	Eleições Gerais 2014	AC	AC	ACRE	7	DEPUTADO ESTADUAL	40	PSB	PARTIDO SOCIALISTA BRASILEIRO
