
2014	1	ELEIÇÕES GERAIS 2014	AC	AC	01015	CAPIXABA	1	PRESIDENTE	96
2014	1	ELEIÇÕES GERAIS 2014	AC	AC	01015	CAPIXABA	3	GOVERNADOR	96
2014	1	ELEIÇÕES GERAIS 2014	AC	AC	01015	CAPIXABA	5	SENADOR	96
2014	1	ELEIÇÕES GERAIS 2014	AC	AC	01023	PORTO ACRE	1	PRESIDENTE	96
2014	1	ELEIÇÕES GERAIS 2014	AC	AC	01023	PORTO ACRE	5	SENADOR	96
2014	1	ELEIÇÕES GERAIS 2014	AC	AC	01023	PORTO ACRE	7	DEPUTADO ESTADUAL	96
2014	1	ELEIÇÕES GERAIS 2014	AC	AC	01031	SANTA ROSA DO PURUS	3	GOVERNADOR	96
2014	1	ELEIÇÕES GERAIS 2014	AC	AC	01031	SANTA ROSA DO PURUS	5	SENADOR	96
2014	1	ELEIÇÕES GERAIS 2014	AC	AC	01058	BRASILÉIA	5	SENADOR	96
2014	1	ELEIÇÕES GERAIS 2014	AC	AC	01058	BRASILÉIA	7	DEPUTADO ESTADUAL	96
2014	1	ELEIÇÕES GERAIS 2014	AC	AC	01066	PORTO WALTER	5	SENADOR	96
2014	1	ELEIÇÕES GERAIS 2014	AC	AC	01074	CRUZEIRO DO SUL	1	PRESIDENTE	96
2014	1	ELEIÇÕES GERAIS 2014	AC	AC	01082	RODRIGUES ALVES	5	SENADOR	96
2014	1	ELEIÇÕES GERAIS 2014	AC	AC	01082	RODRIGUES ALVES	6	DEPUTADO FEDERAL	96
2014	1	ELEIÇÕES GERAIS 2014	AC	AC	01090	MÂNCIO LIMA	1	PRESIDENTE	96
2014	1	ELEIÇÕES GERAIS 2014	AC	AC	01090	MÂNCIO LIMA	5	SENADOR	96
2014	1	ELEIÇÕES GERAIS 2014	AC	AC	01090	MÂNCIO LIMA	6	DEPUTADO FEDERAL	96
2014	1	ELEIÇÕES GERAIS 2014	AC	AC	01090	MÂNCIO LIMA	7	DEPUTADO ESTADUAL	96
2014	1	ELEIÇÕES GERAIS 2014	AC	AC	01104	JORDÃO	1	PRESIDENTE	96
2014	1	ELEIÇÕES GERAIS 2014	AC	AC	01104	JORDÃO	3	GOVERNADOR	96
2014	1	ELEIÇÕES GERAIS 2014	AC	AC	01104	JORDÃO	5	SENADOR	96
2014	1	ELEIÇÕES GERAIS 2014	AC	AC	01112	EPITACIOLÂNDIA	1	PRESIDENTE	96
2014	1	ELEIÇÕES GERAIS 2014	AC	AC	01112	EPITACIOLÂNDIA	7	DEPUTADO ESTADUAL	96
2014	1	ELEIÇÕES GERAIS 2014	AC	AC	01120	ACRELÂNDIA	3	GOVERNADOR	96
2014	1	ELEIÇÕES GERAIS 2014	AC	AC	01120	ACRELÂNDIA	7	DEPUTADO ESTADUAL	96
