nome_uf;uf;nome_municipio;cod_ibge;cod_tse;2000;2004;2008;2012;2016
Rio Grande do Norte;RN;Antônio Martins;2400901;16179; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Apodi;2401008;16195;12; 9; 9;13;13
Rio Grande do Norte;RN;Areia Branca;2401107;16217;11; 9; 9;11;11
Rio Grande do Norte;RN;Arês;2401206;16233;10; 9; 9; 9; 9
Rio Grande do Norte;RN;Augusto Severo;2401305;16250;10; 9; 9; 9; 9
Rio Grande do Norte;RN;Baía Formosa;2401404;16276; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Baraúna;2401453;30031;11; 9; 9;11;11
Rio Grande do Norte;RN;Barcelona;2401503;16292; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Bento Fernandes;2401602;16314; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Bodó;2401651;16101; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Bom Jesus;2401701;16330; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Brejinho;2401800;16357; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Caiçara do Norte;2401859;16047; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Caiçara do Rio do Vento;2401909;16373; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Caicó;2402006;16390;14;10;10;15;15
Rio Grande do Norte;RN;Campo Redondo;2402105;16411;10; 9; 9; 9; 9
Rio Grande do Norte;RN;Canguaretama;2402204;16438;11; 9; 9;13;13
Rio Grande do Norte;RN;Caraúbas;2402303;16454;11; 9; 9;11;11
Rio Grande do Norte;RN;Carnaúba dos Dantas;2402402;16470; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Carnaubais;2402501;16497;10; 9; 9; 9; 9
Rio Grande do Norte;RN;Ceará-Mirim;2402600;16519;14;10;10;13;15
Rio Grande do Norte;RN;Cerro Corá;2402709;16535;10; 9; 9; 9; 9
Rio Grande do Norte;RN;Coronel Ezequiel;2402808;16551; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Coronel João Pessoa;2402907;16578; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Cruzeta;2403004;16594; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Currais Novos;2403103;16616;13; 9; 9;11;13
Rio Grande do Norte;RN;Doutor Severiano;2403202;16632; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Encanto;2403301;16659; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Equador;2403400;16675; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Espírito Santo;2403509;16691;10; 9; 9; 9; 9
Rio Grande do Norte;RN;Extremoz;2403608;16713;12; 9; 9;11;11
Rio Grande do Norte;RN;Felipe Guerra;2403707;16730; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Fernando Pedroza;2403756;16144; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Florânia;2403806;16756;10; 9; 9; 9; 9
Rio Grande do Norte;RN;Francisco Dantas;2403905;16772; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Frutuoso Gomes;2404002;17515; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Galinhos;2404101;16799; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Goianinha;2404200;16810;11; 9; 9;11;11
Rio Grande do Norte;RN;Governador Dix-Sept Rosado;2404309;16837;10; 9; 9; 9; 9
Rio Grande do Norte;RN;Grossos;2404408;16853;10; 9; 9; 9; 9
Rio Grande do Norte;RN;Guamaré;2404507;16870; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Ielmo Marinho;2404606;16896;10; 9; 9; 9; 9
Rio Grande do Norte;RN;Ipanguaçu;2404705;16918;11; 9; 9; 9;11
Rio Grande do Norte;RN;Ipueira;2404804;16934; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Itajá;2404853;16080; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Itaú;2404903;16950; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Jaçanã;2405009;16977; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Jandaíra;2405108;16993; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Janduís;2405207;17019; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Januário Cicco;2405306;17035; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Japi;2405405;17051; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Jardim de Angicos;2405504;17078; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Jardim de Piranhas;2405603;17094;10; 9; 9; 9; 9
Rio Grande do Norte;RN;Jardim do Seridó;2405702;17116;10; 9; 9; 9; 9
Rio Grande do Norte;RN;João Câmara;2405801;17132;12; 9; 9; 9;11
Rio Grande do Norte;RN;João Dias;2405900;17159; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;José da Penha;2406007;17175; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Jucurutu;2406106;17191;10; 9; 9;11;11
Rio Grande do Norte;RN;Jundiá;2406155;16306; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Lagoa d'Anta;2406205;17230; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Lagoa de Pedras;2406304;17256; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Lagoa de Velhos;2406403;17272; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Lagoa Nova;2406502;17299;10; 9; 9; 9;11
Rio Grande do Norte;RN;Lagoa Salgada;2406601;17310; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Lajes;2406700;17337; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Lajes Pintadas;2406809;17353; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Lucrécia;2406908;17370; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Luís Gomes;2407005;17396;10; 9; 9; 9; 9
Rio Grande do Norte;RN;Macaíba;2407104;17418;13;10;10;13;15
Rio Grande do Norte;RN;Macau;2407203;17434;14; 9; 9;11;13
Rio Grande do Norte;RN;Major Sales;2407252;16160; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Marcelino Vieira;2407302;17450; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Martins;2407401;17477;10; 9; 9; 9; 9
Rio Grande do Norte;RN;Maxaranguape;2407500;17493;10; 9; 9; 9; 9
Rio Grande do Norte;RN;Messias Targino;2407609;17213; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Montanhas;2407708;17531;10; 9; 9; 9; 9
Rio Grande do Norte;RN;Monte Alegre;2407807;17558;11; 9; 9;11;11
Rio Grande do Norte;RN;Monte das Gameleiras;2407906;17574; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Mossoró;2408003;17590;21;13;13;21;21
Rio Grande do Norte;RN;Natal;2408102;17612;21;21;21;29;29
Rio Grande do Norte;RN;Nísia Floresta;2408201;17639;10; 9; 9;11;11
Rio Grande do Norte;RN;Nova Cruz;2408300;17655;12; 9; 9;13;13
Rio Grande do Norte;RN;Olho d'Água do Borges;2408409;17671; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Ouro Branco;2408508;17698; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Paraná;2408607;17710; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Paraú;2408706;17736; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Parazinho;2408805;17752; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Parelhas;2408904;17779;11; 9; 9;11;11
Rio Grande do Norte;RN;Parnamirim;2403251;17795;15;12;12;18;18
Rio Grande do Norte;RN;Passa e Fica;2409100;17817; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Passagem;2409209;17833; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Patu;2409308;17850;10; 9; 9; 9; 9
Rio Grande do Norte;RN;Pau dos Ferros;2409407;17876;11; 9; 9; 9;11
Rio Grande do Norte;RN;Pedra Grande;2409506;17892; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Pedra Preta;2409605;17914; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Pedro Avelino;2409704;17930;10; 9; 9; 9; 9
Rio Grande do Norte;RN;Pedro Velho;2409803;17957;10; 9; 9; 9; 9
Rio Grande do Norte;RN;Pendências;2409902;17973;10; 9; 9; 9; 9
Rio Grande do Norte;RN;Pilões;2410009;17990; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Poço Branco;2410108;18015;10; 9; 9; 9;11
Rio Grande do Norte;RN;Portalegre;2410207;18031; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Porto do Mangue;2410256;16284; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Pureza;2410405;18074; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Rafael Fernandes;2410504;18090; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Rafael Godeiro;2410603;18937; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Riacho da Cruz;2410702;18112; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Riacho de Santana;2410801;18139; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Riachuelo;2410900;18155; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Rio do Fogo;2408953;16268; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Rodolfo Fernandes;2411007;18171; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Ruy Barbosa;2411106;18198; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Santa Cruz;2411205;18236;12; 9; 9; 9; 9
Rio Grande do Norte;RN;Santa Maria;2409332;16241; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Santana do Matos;2411403;18279;11; 9; 9; 9; 9
Rio Grande do Norte;RN;Santana do Seridó;2411429;18252; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Santo Antônio;2411502;18295;11; 9; 9;11;11
Rio Grande do Norte;RN;São Bento do Norte;2411601;18317; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;São Bento do Trairí;2411700;18333; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;São Fernando;2411809;18350; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;São Francisco do Oeste;2411908;18210; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;São Gonçalo do Amarante;2412005;18376;14;10;10;17;17
Rio Grande do Norte;RN;São João do Sabugi;2412104;18392; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;São José de Mipibu;2412203;18414;14; 9; 9;13;13
Rio Grande do Norte;RN;São José do Campestre;2412302;18430;10; 9; 9; 9; 9
Rio Grande do Norte;RN;São José do Seridó;2412401;18457; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;São Miguel;2412500;18473;11; 9; 9; 9;11
Rio Grande do Norte;RN;São Miguel do Gostoso;2412559;16063; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;São Paulo do Potengi;2412609;18490;10; 9; 9;11;11
Rio Grande do Norte;RN;São Pedro;2412708;18511; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;São Rafael;2412807;18538; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;São Tomé;2412906;18554;10; 9; 9; 9; 9
Rio Grande do Norte;RN;São Vicente;2413003;18570; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Senador Elói de Souza;2413102;18597; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Senador Georgino Avelino;2413201;18619; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Serra Caiada;2410306;18058; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Serra de São Bento;2413300;18635; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Serra do Mel;2413359;16020; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Serra Negra do Norte;2413409;18651; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Serrinha;2413508;18678; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Serrinha dos Pintos;2413557;16209; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Severiano Melo;2413607;18694;10; 9; 9; 9; 9
Rio Grande do Norte;RN;Sítio Novo;2413706;18716; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Taboleiro Grande;2413805;18732; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Taipu;2413904;18759;10; 9; 9; 9; 9
Rio Grande do Norte;RN;Tangará;2414001;18775;10; 9; 9; 9;11
Rio Grande do Norte;RN;Tenente Ananias;2414100;18791;10; 9; 9; 9; 9
Rio Grande do Norte;RN;Tenente Laurentino Cruz;2414159;16004; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Tibau;2411056;16225; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Tibau do Sul;2414209;18813; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Timbaúba dos Batistas;2414308;18830; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Touros;2414407;18856;12; 9; 9;13;13
Rio Grande do Norte;RN;Triunfo Potiguar;2414456;16128; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Umarizal;2414506;18872;10; 9; 9; 9; 9
Rio Grande do Norte;RN;Upanema;2414605;18899; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Várzea;2414704;18910; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Venha-Ver;2414753;16187; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Vera Cruz;2414803;18953; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Viçosa;2414902;18970; 9; 9; 9; 9; 9
Rio Grande do Norte;RN;Vila Flor;2415008;18996; 9; 9; 9; 9; 9
Paraíba;PB;Água Branca;2500106;19011;11; 9; 9; 9; 9
Paraíba;PB;Aguiar;2500205;19038;11; 9; 9; 9; 9
Paraíba;PB;Alagoa Grande;2500304;19054;15; 9; 9;11;11
Paraíba;PB;Alagoa Nova;2500403;19070;13; 9; 9;11;11
Paraíba;PB;Alagoinha;2500502;19097;13; 9; 9; 9; 9
Paraíba;PB;Alcantil;2500536;19763; 9; 9; 9; 9; 9
Paraíba;PB;Algodão de Jandaíra;2500577;19925; 9; 9; 9; 9; 9
Paraíba;PB;Alhandra;2500601;19119;13; 9; 9;11;11
Paraíba;PB;Amparo;2500734;19585; 9; 9; 9; 9; 9
Paraíba;PB;Aparecida;2500775;19844;11; 9; 9; 9; 9
Paraíba;PB;Araçagi;2500809;19151;13; 9; 9;11;11
Paraíba;PB;Arara;2500908;19178;11; 9; 9; 9; 9
Paraíba;PB;Araruna;2501005;19194;13; 9; 9;11;11
Paraíba;PB;Areia;2501104;19216;15; 9; 9;11;11
Paraíba;PB;Areia de Baraúnas;2501153;19909; 9; 9; 9; 9; 9
Paraíba;PB;Areial;2501203;19232;11; 9; 9; 9; 9
Paraíba;PB;Aroeiras;2501302;19259;15; 9; 9;11;11
Paraíba;PB;Assunção;2501351;19321; 9; 9; 9; 9; 9
Paraíba;PB;Baía da Traição;2501401;19291; 9; 9; 9; 9; 9
Paraíba;PB;Bananeiras;2501500;19313;15; 9; 9;11;11
Paraíba;PB;Baraúna;2501534;19305; 9; 9; 9; 9; 9
Paraíba;PB;Barra de Santa Rosa;2501609;19330;11; 9; 9; 9;11
Paraíba;PB;Barra de Santana;2501575;19780;11; 9; 9; 9; 9
Paraíba;PB;Barra de São Miguel;2501708;19356;11; 9; 9; 9; 9
Paraíba;PB;Bayeux;2501807;19372;17;10;10;17;17
Paraíba;PB;Belém;2501906;19399;13; 9; 9;11;11
Paraíba;PB;Belém do Brejo do Cruz;2502003;19410;11; 9; 9; 9; 9
Paraíba;PB;Bernardino Batista;2502052;19500; 9; 9; 9; 9; 9
Paraíba;PB;Boa Ventura;2502102;19437;11; 9; 9; 9; 9
Paraíba;PB;Boa Vista;2502151;19941; 9; 9; 9; 9; 9
Paraíba;PB;Bom Jesus;2502201;19453; 9; 9; 9; 9; 9
Paraíba;PB;Bom Sucesso;2502300;19470;11; 9; 9; 9; 9
Paraíba;PB;Bonito de Santa Fé;2502409;19496;11; 9; 9; 9; 9
Paraíba;PB;Boqueirão;2502508;19518;13; 9; 9;11;11
Paraíba;PB;Borborema;2502706;19550; 9; 9; 9; 9; 9
Paraíba;PB;Brejo do Cruz;2502805;19577;13; 9; 9; 9; 9
Paraíba;PB;Brejo dos Santos;2502904;19593;11; 9; 9; 9; 9
Paraíba;PB;Caaporã;2503001;19615;13; 9; 9;11;11
Paraíba;PB;Cabaceiras;2503100;19631; 9; 9; 9; 9; 9
Paraíba;PB;Cabedelo;2503209;19658;15; 9;10;15;15
Paraíba;PB;Cachoeira dos Índios;2503308;19674;11; 9; 9; 9; 9
Paraíba;PB;Cacimba de Areia;2503407;19690; 9; 9; 9; 9; 9
Paraíba;PB;Cacimba de Dentro;2503506;19712;13; 9; 9;11;11
Paraíba;PB;Cacimbas;2503555;19364;11; 9; 9; 9; 9
Paraíba;PB;Caiçara;2503605;19739;13; 9; 9; 9; 9
Paraíba;PB;Cajazeiras;2503704;19755;17;10;10;15;15
Paraíba;PB;Cajazeirinhas;2503753;19380; 9; 9; 9; 9; 9
Paraíba;PB;Caldas Brandão;2503803;19771; 9; 9; 9; 9; 9
Paraíba;PB;Camalaú;2503902;19798; 9; 9; 9; 9; 9
Paraíba;PB;Campina Grande;2504009;19810;21;16;16;23;23
Paraíba;PB;Capim;2504033;19062; 9; 9; 9; 9; 9
Paraíba;PB;Caraúbas;2504074;19240; 9; 9; 9; 9; 9
Paraíba;PB;Carrapateira;2504108;19836; 9; 9; 9; 9; 9
Paraíba;PB;Casserengue;2504157;19607; 9; 9; 9; 9; 9
Paraíba;PB;Catingueira;2504207;19852; 9; 9; 9; 9; 9
Paraíba;PB;Catolé do Rocha;2504306;19879;15; 9; 9;11;13
Paraíba;PB;Caturité;2504355;19801; 9; 9; 9; 9; 9
Paraíba;PB;Conceição;2504405;19895;15; 9; 9;11;11
Paraíba;PB;Condado;2504504;19917;11; 9; 9; 9; 9
Paraíba;PB;Conde;2504603;19933;13; 9; 9;11;11
Paraíba;PB;Congo;2504702;19950; 9; 9; 9; 9; 9
Paraíba;PB;Coremas;2504801;19976;13; 9; 9;11;11
Paraíba;PB;Coxixola;2504850;19704; 9; 9; 9; 9; 9
Paraíba;PB;Cruz do Espírito Santo;2504900;19992;13; 9; 9;11;11
Paraíba;PB;Cubati;2505006;20010;11; 9; 9; 9; 9
Paraíba;PB;Cuité;2505105;20036;15; 9; 9;11;11
Paraíba;PB;Cuité de Mamanguape;2505238;19089;11; 9; 9; 9; 9
Paraíba;PB;Cuitegi;2505204;20052;11; 9; 9; 9; 9
Paraíba;PB;Curral de Cima;2505279;19100;11; 9; 9; 9; 9
Paraíba;PB;Curral Velho;2505303;20079; 9; 9; 9; 9; 9
Paraíba;PB;Damião;2505352;19275; 9; 9; 9; 9; 9
Paraíba;PB;Desterro;2505402;20095; 9; 9; 9; 9; 9
Paraíba;PB;Diamante;2505600;20133;11; 9; 9; 9; 9
Paraíba;PB;Dona Inês;2505709;20150;11; 9; 9; 9; 9
Paraíba;PB;Duas Estradas;2505808;20176;11; 9; 9; 9; 9
Paraíba;PB;Emas;2505907;20192; 9; 9; 9; 9; 9
Paraíba;PB;Esperança;2506004;20214;11; 9; 9;13;13
Paraíba;PB;Fagundes;2506103;20230;13; 9; 9; 9; 9
Paraíba;PB;Frei Martinho;2506202;20257; 9; 9; 9; 9; 9
Paraíba;PB;Gado Bravo;2506251;19623; 9; 9; 9; 9; 9
Paraíba;PB;Guarabira;2506301;20273;17;10;10;15;15
Paraíba;PB;Gurinhém;2506400;20290;13; 9; 9; 9; 9
Paraíba;PB;Gurjão;2506509;20311;11; 9; 9; 9; 9
Paraíba;PB;Ibiara;2506608;20338;11; 9; 9; 9; 9
Paraíba;PB;Igaracy;2502607;19534;11; 9; 9; 9; 9
Paraíba;PB;Imaculada;2506707;20354;11; 9; 9; 9; 9
Paraíba;PB;Ingá;2506806;20370;13; 9; 9;11;11
Paraíba;PB;Itabaiana;2506905;20397;15; 9; 9;11;11
Paraíba;PB;Itaporanga;2507002;20419;13; 9; 9;11;11
Paraíba;PB;Itapororoca;2507101;20435; 9; 9; 9; 9;11
Paraíba;PB;Itatuba;2507200;20451;11; 9; 9; 9; 9
Paraíba;PB;Jacaraú;2507309;20478;13; 9; 9; 9; 9
Paraíba;PB;Jericó;2507408;20494;11; 9; 9; 9; 9
Paraíba;PB;João Pessoa;2507507;20516;21;21;21;27;27
Paraíba;PB;Joca Claudino;2513653;19666; 9; 9; 9; 9; 9
Paraíba;PB;Juarez Távora;2507606;20532; 9; 9; 9; 9; 9
Paraíba;PB;Juazeirinho;2507705;20559;13; 9; 9;11;11
Paraíba;PB;Junco do Seridó;2507804;20575; 9; 9; 9; 9; 9
Paraíba;PB;Juripiranga;2507903;20591;11; 9; 9; 9; 9
Paraíba;PB;Juru;2508000;20613;13; 9; 9; 9; 9
Paraíba;PB;Lagoa;2508109;20630; 9; 9; 9; 9; 9
Paraíba;PB;Lagoa de Dentro;2508208;20656;11; 9; 9; 9; 9
Paraíba;PB;Lagoa Seca;2508307;20672;11; 9; 9;11;11
Paraíba;PB;Lastro;2508406;20699; 9; 9; 9; 9; 9
Paraíba;PB;Livramento;2508505;20710;11; 9; 9; 9; 9
Paraíba;PB;Logradouro;2508554;19160; 9; 9; 9; 9; 9
Paraíba;PB;Lucena;2508604;20737;11; 9; 9; 9; 9
Paraíba;PB;Mãe d'Água;2508703;20753; 9; 9; 9; 9; 9
Paraíba;PB;Malta;2508802;20770;11; 9; 9; 9; 9
Paraíba;PB;Mamanguape;2508901;20796;13; 9; 9;13;13
Paraíba;PB;Manaíra;2509008;20818;13; 9; 9; 9; 9
Paraíba;PB;Marcação;2509057;19968; 9; 9; 9; 9; 9
Paraíba;PB;Mari;2509107;20834;13; 9; 9;11;11
Paraíba;PB;Marizópolis;2509156;19461; 9; 9; 9; 9; 9
Paraíba;PB;Massaranduba;2509206;20850;13; 9; 9; 9; 9
Paraíba;PB;Mataraca;2509305;20877; 9; 9; 9; 9; 9
Paraíba;PB;Matinhas;2509339;19143; 9; 9; 9; 9; 9
Paraíba;PB;Mato Grosso;2509370;19488; 9; 9; 9; 9; 9
Paraíba;PB;Maturéia;2509396;19984; 9; 9; 9; 9; 9
Paraíba;PB;Mogeiro;2509404;20893;13; 9; 9; 9; 9
Paraíba;PB;Montadas;2509503;20915; 9; 9; 9; 9; 9
Paraíba;PB;Monte Horebe;2509602;20931; 9; 9; 9; 9; 9
Paraíba;PB;Monteiro;2509701;20958;15; 9; 9;13;13
Paraíba;PB;Mulungu;2509800;20974;13; 9; 9; 9; 9
Paraíba;PB;Natuba;2509909;20990;13; 9; 9; 9; 9
Paraíba;PB;Nazarezinho;2510006;21016;11; 9; 9; 9; 9
Paraíba;PB;Nova Floresta;2510105;21032;11; 9; 9; 9; 9
Paraíba;PB;Nova Olinda;2510204;21059;11; 9; 9; 9; 9
Paraíba;PB;Nova Palmeira;2510303;21075; 9; 9; 9; 9; 9
Paraíba;PB;Olho d'Água;2510402;21091;11; 9; 9; 9; 9
Paraíba;PB;Olivedos;2510501;21113; 9; 9; 9; 9; 9
Paraíba;PB;Ouro Velho;2510600;21130; 9; 9; 9; 9; 9
Paraíba;PB;Parari;2510659;19720; 9; 9; 9; 9; 9
Paraíba;PB;Passagem;2510709;21156; 9; 9; 9; 9; 9
Paraíba;PB;Patos;2510808;21172;19;10;11;13;17
Paraíba;PB;Paulista;2510907;21199;13; 9; 9; 9; 9
Paraíba;PB;Pedra Branca;2511004;21210; 9; 9; 9; 9; 9
Paraíba;PB;Pedra Lavrada;2511103;21237;11; 9; 9; 9; 9
Paraíba;PB;Pedras de Fogo;2511202;21253;15; 9; 9;11;11
Paraíba;PB;Pedro Régis;2512721;19747; 9; 9; 9; 9; 9
Paraíba;PB;Piancó;2511301;21270;13; 9; 9;11;11
Paraíba;PB;Picuí;2511400;21296;13; 9; 9;11;11
Paraíba;PB;Pilar;2511509;21318;11; 9; 9; 9; 9
Paraíba;PB;Pilões;2511608;21334;11; 9; 9; 9; 9
Paraíba;PB;Pilõezinhos;2511707;21350;11; 9; 9; 9; 9
Paraíba;PB;Pirpirituba;2511806;21377;13; 9; 9; 9; 9
Paraíba;PB;Pitimbu;2511905;21393;11; 9; 9;11;11
Paraíba;PB;Pocinhos;2512002;21415;13; 9; 9;11;11
Paraíba;PB;Poço Dantas;2512036;19640; 9; 9; 9; 9; 9
Paraíba;PB;Poço de José de Moura;2512077;19526; 9; 9; 9; 9; 9
Paraíba;PB;Pombal;2512101;21431;15; 9; 9;13;13
Paraíba;PB;Prata;2512200;21458; 9; 9; 9; 9; 9
Paraíba;PB;Princesa Isabel;2512309;21474;13; 9; 9;11;11
Paraíba;PB;Puxinanã;2512408;21490;13; 9; 9; 9; 9
Paraíba;PB;Queimadas;2512507;21512;15; 9; 9;13;13
Paraíba;PB;Quixaba;2512606;21539; 9; 9; 9; 9; 9
Paraíba;PB;Remígio;2512705;21555;13; 9; 9;11;11
Paraíba;PB;Riachão;2512747;19208; 9; 9; 9; 9; 9
Paraíba;PB;Riachão do Bacamarte;2512754;19127; 9; 9; 9; 9; 9
Paraíba;PB;Riachão do Poço;2512762;19003; 9; 9; 9; 9; 9
Paraíba;PB;Riacho de Santo Antônio;2512788;19828; 9; 9; 9; 9; 9
Paraíba;PB;Riacho dos Cavalos;2512804;21571;11; 9; 9; 9; 9
Paraíba;PB;Rio Tinto;2512903;21598;15; 9; 9;11;11
Paraíba;PB;Salgadinho;2513000;21610; 9; 9; 9; 9; 9
Paraíba;PB;Salgado de São Félix;2513109;21636;13; 9; 9; 9; 9
Paraíba;PB;Santa Cecília;2513158;20001; 9; 9; 9; 9; 9
Paraíba;PB;Santa Cruz;2513208;21652;11; 9; 9; 9; 9
Paraíba;PB;Santa Helena;2513307;21679;11; 9; 9; 9; 9
Paraíba;PB;Santa Inês;2513356;19569; 9; 9; 9; 9; 9
Paraíba;PB;Santa Luzia;2513406;21695;13; 9; 9; 9;11
Paraíba;PB;Santa Rita;2513703;21750;19;11;11;19;19
Paraíba;PB;Santa Teresinha;2513802;21776; 9; 9; 9; 9; 9
Paraíba;PB;Santana de Mangueira;2513505;21717;11; 9; 9; 9; 9
Paraíba;PB;Santana dos Garrotes;2513604;21733;11; 9; 9; 9; 9
Paraíba;PB;Santo André;2513851;19267; 9; 9; 9; 9; 9
Paraíba;PB;São Bentinho;2513927;19402; 9; 9; 9; 9; 9
Paraíba;PB;São Bento;2513901;21792; 9; 9; 9;13;13
Paraíba;PB;São Domingos;2513968;19429; 9; 9; 9; 9; 9
Paraíba;PB;São Domingos do Cariri;2513943;19224; 9; 9; 9; 9; 9
Paraíba;PB;São Francisco;2513984;19860; 9; 9; 9; 9; 9
Paraíba;PB;São João do Cariri;2514008;21814;11; 9; 9; 9; 9
Paraíba;PB;São João do Rio do Peixe;2500700;19135;15; 9; 9;11;11
Paraíba;PB;São João do Tigre;2514107;21830; 9; 9; 9; 9; 9
Paraíba;PB;São José da Lagoa Tapada;2514206;21857;11; 9; 9; 9; 9
Paraíba;PB;São José de Caiana;2514305;21873;11; 9; 9; 9; 9
Paraíba;PB;São José de Espinharas;2514404;21890;11; 9; 9; 9; 9
Paraíba;PB;São José de Piranhas;2514503;21911;13; 9; 9;11;11
Paraíba;PB;São José de Princesa;2514552;19445; 9; 9; 9; 9; 9
Paraíba;PB;São José do Bonfim;2514602;21938; 9; 9; 9; 9; 9
Paraíba;PB;São José do Brejo do Cruz;2514651;19542; 9; 9; 9; 9; 9
Paraíba;PB;São José do Sabugi;2514701;21954; 9; 9; 9; 9; 9
Paraíba;PB;São José dos Cordeiros;2514800;21970;11; 9; 9; 9; 9
