UF,TSEcod,uf_des,meso,meso_des,micro,micro_des,mun_des,macro,macro_des
SC,80667,Santa Catarina,1,Oeste Catarinense,4,Joaçaba,Calmon,4,Sul
SC,80675,Santa Catarina,1,Oeste Catarinense,2,Chapecó,Campo Erê,4,Sul
SC,80683,Santa Catarina,2,Norte Catarinense,8,Joinville,Balneário Barra do Sul,4,Sul
SC,80691,Santa Catarina,3,Serrana,9,Curitibanos,Campos Novos,4,Sul
SC,80705,Santa Catarina,1,Oeste Catarinense,1,São Miguel do Oeste,Paraíso,4,Sul
SC,80713,Santa Catarina,5,Grande Florianópolis,15,Tijucas,Canelinha,4,Sul
SC,80721,Santa Catarina,1,Oeste Catarinense,1,São Miguel do Oeste,Santa Helena,4,Sul
SC,80730,Santa Catarina,2,Norte Catarinense,6,Canoinhas,Canoinhas,4,Sul
SC,80748,Santa Catarina,1,Oeste Catarinense,1,São Miguel do Oeste,Belmonte,4,Sul
SC,80756,Santa Catarina,1,Oeste Catarinense,4,Joaçaba,Capinzal,4,Sul
SC,80764,Santa Catarina,1,Oeste Catarinense,2,Chapecó,Novo Horizonte,4,Sul
SC,80772,Santa Catarina,1,Oeste Catarinense,4,Joaçaba,Catanduvas,4,Sul
SC,80780,Santa Catarina,1,Oeste Catarinense,2,Chapecó,São Miguel da Boa Vista,4,Sul
SC,80799,Santa Catarina,1,Oeste Catarinense,2,Chapecó,Caxambu do Sul,4,Sul
SC,80802,Santa Catarina,1,Oeste Catarinense,5,Concórdia,Arvoredo,4,Sul
SC,80810,Santa Catarina,1,Oeste Catarinense,2,Chapecó,Chapecó,4,Sul
SC,80829,Santa Catarina,1,Oeste Catarinense,3,Xanxerê,Ipuaçu,4,Sul
SC,80837,Santa Catarina,1,Oeste Catarinense,5,Concórdia,Concórdia,4,Sul
SC,80845,Santa Catarina,1,Oeste Catarinense,3,Xanxerê,Ouro Verde,4,Sul
SC,80853,Santa Catarina,1,Oeste Catarinense,2,Chapecó,Coronel Freitas,4,Sul
SC,80861,Santa Catarina,1,Oeste Catarinense,2,Chapecó,Irati,4,Sul
SC,80870,Santa Catarina,2,Norte Catarinense,8,Joinville,Corupá,4,Sul
SC,80888,Santa Catarina,1,Oeste Catarinense,2,Chapecó,Formosa do Sul,4,Sul
SC,80896,Santa Catarina,6,Sul Catarinense,19,Criciúma,Criciúma,4,Sul
SC,80900,Santa Catarina,1,Oeste Catarinense,4,Joaçaba,Macieira,4,Sul
SC,80918,Santa Catarina,1,Oeste Catarinense,2,Chapecó,Cunha Porã,4,Sul
SC,80926,Santa Catarina,3,Serrana,9,Curitibanos,Ponte Alta do Norte,4,Sul
SC,80934,Santa Catarina,3,Serrana,9,Curitibanos,Curitibanos,4,Sul
SC,80942,Santa Catarina,3,Serrana,9,Curitibanos,São Cristovão do Sul,4,Sul
SC,80950,Santa Catarina,1,Oeste Catarinense,1,São Miguel do Oeste,Descanso,4,Sul
SC,80969,Santa Catarina,1,Oeste Catarinense,4,Joaçaba,Vargem Bonita,4,Sul
SC,80977,Santa Catarina,1,Oeste Catarinense,1,São Miguel do Oeste,Dionísio Cerqueira,4,Sul
SC,80985,Santa Catarina,4,Vale do Itajaí,13,Itajaí,Bombinhas,4,Sul
SC,80993,Santa Catarina,4,Vale do Itajaí,11,Rio do Sul,Dona Emma,4,Sul
SC,81000,Santa Catarina,6,Sul Catarinense,18,Tubarão,Sangão,4,Sul
SC,81019,Santa Catarina,1,Oeste Catarinense,4,Joaçaba,Erval Velho,4,Sul
SC,81027,Santa Catarina,6,Sul Catarinense,18,Tubarão,Capivari de Baixo,4,Sul
SC,81035,Santa Catarina,1,Oeste Catarinense,3,Xanxerê,Faxinal dos Guedes,4,Sul
SC,81043,Santa Catarina,1,Oeste Catarinense,2,Chapecó,Cordilheira Alta,4,Sul
SC,81051,Santa Catarina,5,Grande Florianópolis,16,Florianópolis,Florianópolis,4,Sul
SC,81060,Santa Catarina,6,Sul Catarinense,19,Criciúma,Forquilhinha,4,Sul
SC,81078,Santa Catarina,1,Oeste Catarinense,4,Joaçaba,Fraiburgo,4,Sul
SC,81086,Santa Catarina,6,Sul Catarinense,20,Araranguá,Morro Grande,4,Sul
SC,81094,Santa Catarina,1,Oeste Catarinense,3,Xanxerê,Galvão,4,Sul
SC,81108,Santa Catarina,1,Oeste Catarinense,3,Xanxerê,Coronel Martins,4,Sul
SC,81116,Santa Catarina,5,Grande Florianópolis,16,Florianópolis,Governador Celso Ramos,4,Sul
SC,81124,Santa Catarina,4,Vale do Itajaí,13,Itajaí,São João do Itaperiú,4,Sul
SC,81132,Santa Catarina,6,Sul Catarinense,18,Tubarão,Garopaba,4,Sul
SC,81140,Santa Catarina,1,Oeste Catarinense,2,Chapecó,Jardinópolis,4,Sul
SC,81159,Santa Catarina,2,Norte Catarinense,8,Joinville,Garuva,4,Sul
SC,81167,Santa Catarina,6,Sul Catarinense,20,Araranguá,Ermo,4,Sul
SC,81175,Santa Catarina,4,Vale do Itajaí,12,Blumenau,Gaspar,4,Sul
SC,81183,Santa Catarina,5,Grande Florianópolis,16,Florianópolis,São Pedro de Alcântara,4,Sul
SC,81191,Santa Catarina,6,Sul Catarinense,18,Tubarão,Grão Pará,4,Sul
SC,81205,Santa Catarina,1,Oeste Catarinense,2,Chapecó,Santiago do Sul,4,Sul
SC,81213,Santa Catarina,6,Sul Catarinense,18,Tubarão,Gravatal,4,Sul
SC,81221,Santa Catarina,2,Norte Catarinense,6,Canoinhas,Bela Vista do Toldo,4,Sul
SC,81230,Santa Catarina,4,Vale do Itajaí,12,Blumenau,Guabiruba,4,Sul
SC,81248,Santa Catarina,3,Serrana,10,Campos de Lages,Capão Alto,4,Sul
SC,81256,Santa Catarina,1,Oeste Catarinense,1,São Miguel do Oeste,Guaraciaba,4,Sul
SC,81264,Santa Catarina,3,Serrana,10,Campos de Lages,Painel,4,Sul
SC,81272,Santa Catarina,2,Norte Catarinense,8,Joinville,Guaramirim,4,Sul
SC,81280,Santa Catarina,3,Serrana,10,Campos de Lages,Bocaina do Sul,4,Sul
SC,81299,Santa Catarina,1,Oeste Catarinense,1,São Miguel do Oeste,Guarujá do Sul,4,Sul
SC,81302,Santa Catarina,1,Oeste Catarinense,5,Concórdia,Alto Bela Vista,4,Sul
SC,81310,Santa Catarina,1,Oeste Catarinense,4,Joaçaba,Herval d'Oeste,4,Sul
SC,81329,Santa Catarina,3,Serrana,9,Curitibanos,Frei Rogério,4,Sul
SC,81337,Santa Catarina,1,Oeste Catarinense,4,Joaçaba,Ibicaré,4,Sul
SC,81345,Santa Catarina,6,Sul Catarinense,19,Criciúma,Treviso,4,Sul
SC,81353,Santa Catarina,4,Vale do Itajaí,11,Rio do Sul,Ibirama,4,Sul
SC,81361,Santa Catarina,1,Oeste Catarinense,4,Joaçaba,Iomerê,4,Sul
SC,81370,Santa Catarina,6,Sul Catarinense,19,Criciúma,Içara,4,Sul
SC,81388,Santa Catarina,1,Oeste Catarinense,3,Xanxerê,Bom Jesus,4,Sul
SC,81396,Santa Catarina,4,Vale do Itajaí,13,Itajaí,Ilhota,4,Sul
SC,81400,Santa Catarina,1,Oeste Catarinense,4,Joaçaba,Ibiam,4,Sul
SC,81418,Santa Catarina,6,Sul Catarinense,18,Tubarão,Imaruí,4,Sul
SC,81426,Santa Catarina,1,Oeste Catarinense,3,Xanxerê,Entre Rios,4,Sul
SC,81434,Santa Catarina,6,Sul Catarinense,18,Tubarão,Imbituba,4,Sul
SC,81442,Santa Catarina,1,Oeste Catarinense,5,Concórdia,Paial,4,Sul
SC,81450,Santa Catarina,4,Vale do Itajaí,14,Ituporanga,Imbuia,4,Sul
SC,81469,Santa Catarina,1,Oeste Catarinense,2,Chapecó,Bom Jesus do Oeste,4,Sul
SC,81477,Santa Catarina,4,Vale do Itajaí,12,Blumenau,Indaial,4,Sul
SC,81485,Santa Catarina,1,Oeste Catarinense,2,Chapecó,São Bernardino,4,Sul
SC,81493,Santa Catarina,1,Oeste Catarinense,5,Concórdia,Ipira,4,Sul
SC,81507,Santa Catarina,1,Oeste Catarinense,2,Chapecó,Santa Terezinha do Progresso,4,Sul
SC,81515,Santa Catarina,1,Oeste Catarinense,5,Concórdia,Ipumirim,4,Sul
SC,81523,Santa Catarina,1,Oeste Catarinense,2,Chapecó,Saltinho,4,Sul
SC,81531,Santa Catarina,1,Oeste Catarinense,5,Concórdia,Irani,4,Sul
SC,81540,Santa Catarina,1,Oeste Catarinense,3,Xanxerê,Jupiá,4,Sul
SC,81558,Santa Catarina,2,Norte Catarinense,6,Canoinhas,Irineópolis,4,Sul
SC,81566,Santa Catarina,3,Serrana,10,Campos de Lages,Palmeira,4,Sul
SC,81574,Santa Catarina,1,Oeste Catarinense,5,Concórdia,Itá,4,Sul
SC,81582,Santa Catarina,1,Oeste Catarinense,1,São Miguel do Oeste,Bandeirante,4,Sul
SC,81590,Santa Catarina,2,Norte Catarinense,6,Canoinhas,Itaiópolis,4,Sul
SC,81604,Santa Catarina,1,Oeste Catarinense,2,Chapecó,Flor do Sertão,4,Sul
SC,81612,Santa Catarina,4,Vale do Itajaí,13,Itajaí,Itajaí,4,Sul
SC,81620,Santa Catarina,1,Oeste Catarinense,2,Chapecó,Cunhataí,4,Sul
SC,81639,Santa Catarina,4,Vale do Itajaí,13,Itajaí,Itapema,4,Sul
SC,81647,Santa Catarina,1,Oeste Catarinense,1,São Miguel do Oeste,Princesa,4,Sul
SC,81655,Santa Catarina,1,Oeste Catarinense,1,São Miguel do Oeste,Itapiranga,4,Sul
SC,81663,Santa Catarina,2,Norte Catarinense,8,Joinville,Itapoá,4,Sul
SC,81671,Santa Catarina,4,Vale do Itajaí,14,Ituporanga,Ituporanga,4,Sul
SC,81680,Santa Catarina,1,Oeste Catarinense,2,Chapecó,Tigrinhos,4,Sul
SC,81698,Santa Catarina,1,Oeste Catarinense,4,Joaçaba,Jaborá,4,Sul
SC,81701,Santa Catarina,4,Vale do Itajaí,14,Ituporanga,Chapadão do Lageado,4,Sul
SC,81710,Santa Catarina,6,Sul Catarinense,20,Araranguá,Jacinto Machado,4,Sul
SC,81728,Santa Catarina,6,Sul Catarinense,20,Araranguá,Balneário Arroio do Silva,4,Sul
SC,81736,Santa Catarina,6,Sul Catarinense,18,Tubarão,Jaguaruna,4,Sul
SC,81744,Santa Catarina,6,Sul Catarinense,20,Araranguá,Balneário Gaivota,4,Sul
SC,81752,Santa Catarina,2,Norte Catarinense,8,Joinville,Jaraguá do Sul,4,Sul
SC,81760,Santa Catarina,1,Oeste Catarinense,1,São Miguel do Oeste,Barra Bonita,4,Sul
SC,81779,Santa Catarina,1,Oeste Catarinense,4,Joaçaba,Joaçaba,4,Sul
SC,81787,Santa Catarina,3,Serrana,9,Curitibanos,Brunópolis,4,Sul
SC,81795,Santa Catarina,2,Norte Catarinense,8,Joinville,Joinville,4,Sul
SC,81809,Santa Catarina,1,Oeste Catarinense,4,Joaçaba,Luzerna,4,Sul
SC,81817,Santa Catarina,1,Oeste Catarinense,4,Joaçaba,Lacerdópolis,4,Sul
SC,81825,Santa Catarina,3,Serrana,9,Curitibanos,Zortéa,4,Sul
SC,81833,Santa Catarina,3,Serrana,10,Campos de Lages,Lages,4,Sul
SC,81850,Santa Catarina,6,Sul Catarinense,18,Tubarão,Laguna,4,Sul
SC,81876,Santa Catarina,4,Vale do Itajaí,11,Rio do Sul,Laurentino,4,Sul
SC,81892,Santa Catarina,6,Sul Catarinense,19,Criciúma,Lauro Muller,4,Sul
SC,81914,Santa Catarina,1,Oeste Catarinense,4,Joaçaba,Lebon Régis,4,Sul
SC,81930,Santa Catarina,5,Grande Florianópolis,15,Tijucas,Leoberto Leal,4,Sul
SC,81957,Santa Catarina,4,Vale do Itajaí,11,Rio do Sul,Lontras,4,Sul
SC,81973,Santa Catarina,4,Vale do Itajaí,12,Blumenau,Luiz Alves,4,Sul
SC,81990,Santa Catarina,2,Norte Catarinense,6,Canoinhas,Mafra,4,Sul
SC,82015,Santa Catarina,5,Grande Florianópolis,15,Tijucas,Major Gercino,4,Sul
SC,82031,Santa Catarina,2,Norte Catarinense,6,Canoinhas,Major Vieira,4,Sul
SC,82058,Santa Catarina,1,Oeste Catarinense,2,Chapecó,Maravilha,4,Sul
SC,82066,Santa Catarina,1,Oeste Catarinense,3,Xanxerê,Marema,4,Sul
SC,82074,Santa Catarina,2,Norte Catarinense,8,Joinville,Massaranduba,4,Sul
SC,82090,Santa Catarina,1,Oeste Catarinense,4,Joaçaba,Matos Costa,4,Sul
SC,82112,Santa Catarina,6,Sul Catarinense,20,Araranguá,Meleiro,4,Sul
SC,82139,Santa Catarina,1,Oeste Catarinense,2,Chapecó,Modelo,4,Sul
SC,82155,Santa Catarina,1,Oeste Catarinense,1,São Miguel do Oeste,Mondaí,4,Sul
SC,82171,Santa Catarina,2,Norte Catarinense,6,Canoinhas,Monte Castelo,4,Sul
SC,82198,Santa Catarina,6,Sul Catarinense,19,Criciúma,Morro da Fumaça,4,Sul
SC,82210,Santa Catarina,4,Vale do Itajaí,13,Itajaí,Navegantes,4,Sul
SC,82236,Santa Catarina,1,Oeste Catarinense,2,Chapecó,Nova Erechim,4,Sul
SC,82252,Santa Catarina,5,Grande Florianópolis,15,Tijucas,Nova Trento,4,Sul
SC,82279,Santa Catarina,6,Sul Catarinense,19,Criciúma,Nova Veneza,4,Sul
SC,82295,Santa Catarina,6,Sul Catarinense,18,Tubarão,Orleans,4,Sul
SC,82317,Santa Catarina,1,Oeste Catarinense,4,Joaçaba,Ouro,4,Sul
SC,82333,Santa Catarina,5,Grande Florianópolis,16,Florianópolis,Palhoça,4,Sul
SC,82350,Santa Catarina,1,Oeste Catarinense,1,São Miguel do Oeste,Palma Sola,4,Sul
SC,82376,Santa Catarina,1,Oeste Catarinense,2,Chapecó,Palmitos,4,Sul
SC,82392,Santa Catarina,2,Norte Catarinense,6,Canoinhas,Papanduva,4,Sul
SC,82414,Santa Catarina,5,Grande Florianópolis,16,Florianópolis,Paulo Lopes,4,Sul
SC,82430,Santa Catarina,6,Sul Catarinense,18,Tubarão,Pedras Grandes,4,Sul
SC,82457,Santa Catarina,4,Vale do Itajaí,13,Itajaí,Penha,4,Sul
SC,82473,Santa Catarina,1,Oeste Catarinense,5,Concórdia,Peritiba,4,Sul
SC,82490,Santa Catarina,4,Vale do Itajaí,14,Ituporanga,Petrolândia,4,Sul
SC,82511,Santa Catarina,4,Vale do Itajaí,13,Itajaí,Balneário Piçarras,4,Sul
SC,82538,Santa Catarina,1,Oeste Catarinense,2,Chapecó,Pinhalzinho,4,Sul
SC,82554,Santa Catarina,1,Oeste Catarinense,4,Joaçaba,Pinheiro Preto,4,Sul
SC,82570,Santa Catarina,1,Oeste Catarinense,5,Concórdia,Piratuba,4,Sul
SC,82597,Santa Catarina,4,Vale do Itajaí,12,Blumenau,Pomerode,4,Sul
SC,82619,Santa Catarina,3,Serrana,9,Curitibanos,Ponte Alta,4,Sul
SC,82635,Santa Catarina,1,Oeste Catarinense,3,Xanxerê,Ponte Serrada,4,Sul
SC,82651,Santa Catarina,4,Vale do Itajaí,13,Itajaí,Porto Belo,4,Sul
SC,82678,Santa Catarina,2,Norte Catarinense,6,Canoinhas,Porto União,4,Sul
SC,82694,Santa Catarina,4,Vale do Itajaí,11,Rio do Sul,Pouso Redondo,4,Sul
SC,82716,Santa Catarina,6,Sul Catarinense,20,Araranguá,Praia Grande,4,Sul
SC,82732,Santa Catarina,1,Oeste Catarinense,5,Concórdia,Presidente Castello Branco,4,Sul
SC,82759,Santa Catarina,4,Vale do Itajaí,11,Rio do Sul,Presidente Getúlio,4,Sul
SC,82775,Santa Catarina,4,Vale do Itajaí,11,Rio do Sul,Presidente Nereu,4,Sul
SC,82791,Santa Catarina,1,Oeste Catarinense,2,Chapecó,Quilombo,4,Sul
SC,82813,Santa Catarina,5,Grande Florianópolis,17,Tabuleiro,Rancho Queimado,4,Sul
SC,82830,Santa Catarina,1,Oeste Catarinense,4,Joaçaba,Rio das Antas,4,Sul
SC,82856,Santa Catarina,4,Vale do Itajaí,11,Rio do Sul,Rio do Campo,4,Sul
SC,82872,Santa Catarina,4,Vale do Itajaí,11,Rio do Sul,Rio do Oeste,4,Sul
SC,82899,Santa Catarina,4,Vale do Itajaí,12,Blumenau,Rio dos Cedros,4,Sul
SC,82910,Santa Catarina,4,Vale do Itajaí,11,Rio do Sul,Rio do Sul,4,Sul
SC,82937,Santa Catarina,6,Sul Catarinense,18,Tubarão,Rio Fortuna,4,Sul
SC,82953,Santa Catarina,2,Norte Catarinense,7,São Bento do Sul,Rio Negrinho,4,Sul
SC,82970,Santa Catarina,4,Vale do Itajaí,12,Blumenau,Rodeio,4,Sul
SC,82996,Santa Catarina,1,Oeste Catarinense,1,São Miguel do Oeste,Romelândia,4,Sul
SC,83011,Santa Catarina,4,Vale do Itajaí,11,Rio do Sul,Salete,4,Sul
SC,83038,Santa Catarina,1,Oeste Catarinense,4,Joaçaba,Salto Veloso,4,Sul
SC,83054,Santa Catarina,3,Serrana,9,Curitibanos,Santa Cecília,4,Sul
SC,83070,Santa Catarina,6,Sul Catarinense,18,Tubarão,Santa Rosa de Lima,4,Sul
SC,83097,Santa Catarina,5,Grande Florianópolis,16,Florianópolis,Santo Amaro da Imperatriz,4,Sul
SC,83119,Santa Catarina,2,Norte Catarinense,7,São Bento do Sul,São Bento do Sul,4,Sul
SC,83135,Santa Catarina,5,Grande Florianópolis,17,Tabuleiro,São Bonifácio,4,Sul
SC,83151,Santa Catarina,1,Oeste Catarinense,2,Chapecó,São Carlos,4,Sul
SC,83178,Santa Catarina,1,Oeste Catarinense,3,Xanxerê,São Domingos,4,Sul
SC,83194,Santa Catarina,2,Norte Catarinense,8,Joinville,São Francisco do Sul,4,Sul
SC,83216,Santa Catarina,5,Grande Florianópolis,15,Tijucas,São João Batista,4,Sul
SC,83232,Santa Catarina,6,Sul Catarinense,20,Araranguá,São João do Sul,4,Sul
SC,83259,Santa Catarina,3,Serrana,10,Campos de Lages,São Joaquim,4,Sul
SC,83275,Santa Catarina,5,Grande Florianópolis,16,Florianópolis,São José,4,Sul
SC,83291,Santa Catarina,1,Oeste Catarinense,1,São Miguel do Oeste,São José do Cedro,4,Sul
SC,83313,Santa Catarina,3,Serrana,10,Campos de Lages,São José do Cerrito,4,Sul
SC,83330,Santa Catarina,1,Oeste Catarinense,2,Chapecó,São Lourenço do Oeste,4,Sul
SC,83356,Santa Catarina,6,Sul Catarinense,18,Tubarão,São Ludgero,4,Sul
SC,83372,Santa Catarina,6,Sul Catarinense,18,Tubarão,São Martinho,4,Sul
SC,83399,Santa Catarina,1,Oeste Catarinense,1,São Miguel do Oeste,São Miguel do Oeste,4,Sul
SC,83410,Santa Catarina,1,Oeste Catarinense,2,Chapecó,Saudades,4,Sul
SC,83437,Santa Catarina,2,Norte Catarinense,8,Joinville,Schroeder,4,Sul
SC,83453,Santa Catarina,1,Oeste Catarinense,5,Concórdia,Seara,4,Sul
SC,83470,Santa Catarina,6,Sul Catarinense,19,Criciúma,Siderópolis,4,Sul
SC,83496,Santa Catarina,6,Sul Catarinense,20,Araranguá,Sombrio,4,Sul
SC,83518,Santa Catarina,4,Vale do Itajaí,11,Rio do Sul,Taió,4,Sul
SC,83534,Santa Catarina,1,Oeste Catarinense,4,Joaçaba,Tangará,4,Sul
SC,83550,Santa Catarina,5,Grande Florianópolis,15,Tijucas,Tijucas,4,Sul
SC,83577,Santa Catarina,4,Vale do Itajaí,12,Blumenau,Timbó,4,Sul
SC,83593,Santa Catarina,2,Norte Catarinense,6,Canoinhas,Três Barras,4,Sul
SC,83615,Santa Catarina,6,Sul Catarinense,18,Tubarão,Treze de Maio,4,Sul
SC,83631,Santa Catarina,1,Oeste Catarinense,4,Joaçaba,Treze Tílias,4,Sul
SC,83658,Santa Catarina,4,Vale do Itajaí,11,Rio do Sul,Trombudo Central,4,Sul
SC,83674,Santa Catarina,6,Sul Catarinense,18,Tubarão,Tubarão,4,Sul
SC,83682,Santa Catarina,1,Oeste Catarinense,1,São Miguel do Oeste,Tunápolis,4,Sul
SC,83690,Santa Catarina,6,Sul Catarinense,20,Araranguá,Turvo,4,Sul
SC,83712,Santa Catarina,3,Serrana,10,Campos de Lages,Urubici,4,Sul
SC,83739,Santa Catarina,6,Sul Catarinense,19,Criciúma,Urussanga,4,Sul
SC,83755,Santa Catarina,1,Oeste Catarinense,3,Xanxerê,Vargeão,4,Sul
SC,83771,Santa Catarina,4,Vale do Itajaí,14,Ituporanga,Vidal Ramos,4,Sul
SC,83798,Santa Catarina,1,Oeste Catarinense,4,Joaçaba,Videira,4,Sul
SC,83810,Santa Catarina,4,Vale do Itajaí,11,Rio do Sul,Witmarsum,4,Sul
SC,83836,Santa Catarina,1,Oeste Catarinense,3,Xanxerê,Xanxerê,4,Sul
SC,83852,Santa Catarina,1,Oeste Catarinense,5,Concórdia,Xavantina,4,Sul
SC,83879,Santa Catarina,1,Oeste Catarinense,3,Xanxerê,Xaxim,4,Sul
SC,83895,Santa Catarina,3,Serrana,10,Campos de Lages,Bom Jardim da Serra,4,Sul
SC,83917,Santa Catarina,6,Sul Catarinense,20,Araranguá,Maracajá,4,Sul
SC,83933,Santa Catarina,6,Sul Catarinense,20,Araranguá,Timbé do Sul,4,Sul
SC,83950,Santa Catarina,3,Serrana,10,Campos de Lages,Correia Pinto,4,Sul
SC,83976,Santa Catarina,3,Serrana,10,Campos de Lages,Otacílio Costa,4,Sul
SE,31003,Sergipe,3,Leste Sergipano,7,Propriá,Santana do São Francisco,2,Nordeste
SE,31011,Sergipe,3,Leste Sergipano,7,Propriá,Amparo de São Francisco,2,Nordeste
SE,31038,Sergipe,2,Agreste Sergipano,3,Nossa Senhora das Dores,Aquidabã,2,Nordeste
SE,31054,Sergipe,3,Leste Sergipano,11,Aracaju,Aracaju,2,Nordeste
SE,31070,Sergipe,3,Leste Sergipano,12,Boquim,Arauá,2,Nordeste
SE,31097,Sergipe,2,Agreste Sergipano,4,Agreste de Itabaiana,Areia Branca,2,Nordeste
SE,31119,Sergipe,3,Leste Sergipano,11,Aracaju,Barra dos Coqueiros,2,Nordeste
SE,31135,Sergipe,3,Leste Sergipano,7,Propriá,Brejo Grande,2,Nordeste
SE,31151,Sergipe,3,Leste Sergipano,12,Boquim,Boquim,2,Nordeste
SE,31194,Sergipe,2,Agreste Sergipano,4,Agreste de Itabaiana,Campo do Brito,2,Nordeste
SE,31216,Sergipe,3,Leste Sergipano,7,Propriá,Canhoba,2,Nordeste
SE,31232,Sergipe,1,Sertão Sergipano,1,Sergipana do Sertão do São Francisco,Canindé de São Francisco,2,Nordeste
SE,31259,Sergipe,3,Leste Sergipano,8,Cotinguiba,Capela,2,Nordeste
SE,31275,Sergipe,1,Sertão Sergipano,2,Carira,Carira,2,Nordeste
SE,31291,Sergipe,3,Leste Sergipano,10,Baixo Cotinguiba,Carmópolis,2,Nordeste
SE,31313,Sergipe,3,Leste Sergipano,7,Propriá,Cedro de São João,2,Nordeste
SE,31330,Sergipe,3,Leste Sergipano,12,Boquim,Cristinápolis,2,Nordeste
SE,31356,Sergipe,1,Sertão Sergipano,2,Carira,Nossa Senhora Aparecida,2,Nordeste
SE,31372,Sergipe,2,Agreste Sergipano,3,Nossa Senhora das Dores,Cumbe,2,Nordeste
SE,31399,Sergipe,3,Leste Sergipano,8,Cotinguiba,Divina Pastora,2,Nordeste
SE,31410,Sergipe,3,Leste Sergipano,13,Estância,Estância,2,Nordeste
SE,31437,Sergipe,1,Sertão Sergipano,1,Sergipana do Sertão do São Francisco,Feira Nova,2,Nordeste
SE,31453,Sergipe,1,Sertão Sergipano,2,Carira,Frei Paulo,2,Nordeste
SE,31470,Sergipe,3,Leste Sergipano,10,Baixo Cotinguiba,General Maynard,2,Nordeste
SE,31496,Sergipe,1,Sertão Sergipano,1,Sergipana do Sertão do São Francisco,Gararu,2,Nordeste
SE,31518,Sergipe,1,Sertão Sergipano,1,Sergipana do Sertão do São Francisco,Gracho Cardoso,2,Nordeste
SE,31534,Sergipe,3,Leste Sergipano,7,Propriá,Ilha das Flores,2,Nordeste
SE,31550,Sergipe,3,Leste Sergipano,13,Estância,Indiaroba,2,Nordeste
SE,31577,Sergipe,2,Agreste Sergipano,4,Agreste de Itabaiana,Itabaiana,2,Nordeste
SE,31593,Sergipe,3,Leste Sergipano,12,Boquim,Itabaianinha,2,Nordeste
SE,31615,Sergipe,1,Sertão Sergipano,1,Sergipana do Sertão do São Francisco,Itabi,2,Nordeste
SE,31631,Sergipe,3,Leste Sergipano,13,Estância,Itaporanga d'Ajuda,2,Nordeste
SE,31658,Sergipe,3,Leste Sergipano,9,Japaratuba,Japaratuba,2,Nordeste
SE,31674,Sergipe,3,Leste Sergipano,9,Japaratuba,Japoatã,2,Nordeste
SE,31690,Sergipe,2,Agreste Sergipano,6,Agreste de Lagarto,Lagarto,2,Nordeste
SE,31712,Sergipe,3,Leste Sergipano,10,Baixo Cotinguiba,Laranjeiras,2,Nordeste
SE,31739,Sergipe,2,Agreste Sergipano,4,Agreste de Itabaiana,Macambira,2,Nordeste
SE,31755,Sergipe,2,Agreste Sergipano,3,Nossa Senhora das Dores,Malhada dos Bois,2,Nordeste
SE,31771,Sergipe,2,Agreste Sergipano,4,Agreste de Itabaiana,Malhador,2,Nordeste
SE,31798,Sergipe,3,Leste Sergipano,10,Baixo Cotinguiba,Maruim,2,Nordeste
SE,31810,Sergipe,2,Agreste Sergipano,4,Agreste de Itabaiana,Moita Bonita,2,Nordeste
SE,31836,Sergipe,1,Sertão Sergipano,1,Sergipana do Sertão do São Francisco,Monte Alegre de Sergipe,2,Nordeste
SE,31852,Sergipe,2,Agreste Sergipano,3,Nossa Senhora das Dores,Muribeca,2,Nordeste
SE,31879,Sergipe,3,Leste Sergipano,7,Propriá,Neópolis,2,Nordeste
SE,31895,Sergipe,1,Sertão Sergipano,1,Sergipana do Sertão do São Francisco,Nossa Senhora da Glória,2,Nordeste
SE,31917,Sergipe,2,Agreste Sergipano,3,Nossa Senhora das Dores,Nossa Senhora das Dores,2,Nordeste
SE,31933,Sergipe,3,Leste Sergipano,7,Propriá,Nossa Senhora de Lourdes,2,Nordeste
SE,31950,Sergipe,3,Leste Sergipano,11,Aracaju,Nossa Senhora do Socorro,2,Nordeste
SE,31976,Sergipe,3,Leste Sergipano,9,Japaratuba,Pacatuba,2,Nordeste
SE,31992,Sergipe,1,Sertão Sergipano,2,Carira,Pedra Mole,2,Nordeste
SE,32018,Sergipe,3,Leste Sergipano,12,Boquim,Pedrinhas,2,Nordeste
SE,32034,Sergipe,1,Sertão Sergipano,2,Carira,Pinhão,2,Nordeste
SE,32050,Sergipe,3,Leste Sergipano,9,Japaratuba,Pirambu,2,Nordeste
SE,32077,Sergipe,1,Sertão Sergipano,1,Sergipana do Sertão do São Francisco,Poço Redondo,2,Nordeste
SE,32093,Sergipe,2,Agreste Sergipano,5,Tobias Barreto,Poço Verde,2,Nordeste
SE,32115,Sergipe,1,Sertão Sergipano,1,Sergipana do Sertão do São Francisco,Porto da Folha,2,Nordeste
SE,32131,Sergipe,3,Leste Sergipano,7,Propriá,Propriá,2,Nordeste
SE,32158,Sergipe,2,Agreste Sergipano,6,Agreste de Lagarto,Riachão do Dantas,2,Nordeste
SE,32174,Sergipe,3,Leste Sergipano,10,Baixo Cotinguiba,Riachuelo,2,Nordeste
SE,32190,Sergipe,1,Sertão Sergipano,2,Carira,Ribeirópolis,2,Nordeste
SE,32212,Sergipe,3,Leste Sergipano,10,Baixo Cotinguiba,Rosário do Catete,2,Nordeste
SE,32239,Sergipe,3,Leste Sergipano,12,Boquim,Salgado,2,Nordeste
